"","X","id","Time","Sample","Value"
"692",1112,3,3.333333,"Cell_4",1.099581
"693",1113,3,3.5,"Cell_4",1.089467
"694",1114,3,3.666667,"Cell_4",1.07257
"695",1115,3,3.833333,"Cell_4",1.086004
"696",1116,3,4,"Cell_4",1.083229
"697",1117,3,4.166667,"Cell_4",1.07917
"698",1118,3,4.333334,"Cell_4",1.079533
"699",1119,3,4.5,"Cell_4",1.07348
"700",1120,3,4.666667,"Cell_4",1.07238
"701",1121,3,4.833334,"Cell_4",1.088353
"702",1122,3,5,"Cell_4",1.075766
"703",1123,3,5.166667,"Cell_4",1.066366
"704",1124,3,5.333334,"Cell_4",1.074873
"705",1125,3,5.5,"Cell_4",1.07922
"706",1126,3,5.666667,"Cell_4",1.08226
"707",1127,3,5.833334,"Cell_4",1.068731
"708",1128,3,6,"Cell_4",1.07995
"709",1129,3,6.166667,"Cell_4",1.072166
"710",1130,3,6.333334,"Cell_4",1.065051
"711",1131,3,6.5,"Cell_4",1.066208
"712",1132,3,6.666667,"Cell_4",1.048126
"713",1133,3,6.833334,"Cell_4",1.051973
"714",1134,3,7,"Cell_4",1.051623
"715",1135,3,7.166667,"Cell_4",1.047079
"716",1136,3,7.333334,"Cell_4",1.039315
"717",1137,3,7.5,"Cell_4",1.026339
"718",1138,3,7.666667,"Cell_4",1.04146
"719",1139,3,7.833334,"Cell_4",1.038807
"720",1140,3,8,"Cell_4",1.034778
"721",1141,3,8.166667,"Cell_4",1.038654
"722",1142,3,8.333333,"Cell_4",1.030406
"723",1143,3,8.5,"Cell_4",1.038184
"724",1144,3,8.666667,"Cell_4",1.033809
"725",1145,3,8.833333,"Cell_4",1.036521
"726",1146,3,9,"Cell_4",1.023386
"727",1147,3,9.166667,"Cell_4",1.043353
"728",1148,3,9.333333,"Cell_4",1.027499
"729",1149,3,9.5,"Cell_4",1.025601
"730",1150,3,9.666667,"Cell_4",1.020596
"731",1151,3,9.833333,"Cell_4",1.009913
"732",1152,3,10,"Cell_4",1.025219
"733",1213,1,0,"Cell_5",0.9988319
"734",1214,1,0.1666667,"Cell_5",1.00679
"735",1215,1,0.3333333,"Cell_5",0.9972478
"736",1216,1,0.5,"Cell_5",0.998798
"737",1217,1,0.6666667,"Cell_5",0.9983842
"738",1218,1,0.8333333,"Cell_5",0.9965727
"739",1219,1,1,"Cell_5",1.000627
"740",1220,1,1.166667,"Cell_5",1.002745
"741",1221,1,1.333333,"Cell_5",0.9981689
"742",1222,1,1.5,"Cell_5",0.9946485
"743",1223,1,1.666667,"Cell_5",0.9969353
"744",1224,1,1.833333,"Cell_5",0.9932908
"745",1225,1,2,"Cell_5",1.074615
"746",1226,1,2.166667,"Cell_5",1.112517
"747",1227,1,2.333333,"Cell_5",1.117338
"748",1228,1,2.5,"Cell_5",1.11255
"749",1229,1,2.666667,"Cell_5",1.103463
"750",1230,1,2.833333,"Cell_5",1.097421
"751",1231,1,3,"Cell_5",1.085687
"752",1232,1,3.166667,"Cell_5",1.076636
"753",1233,1,3.333333,"Cell_5",1.069597
"754",1234,1,3.5,"Cell_5",1.052648
"755",1235,1,3.666667,"Cell_5",1.046562
"756",1236,1,3.833333,"Cell_5",1.045824
"757",1237,1,4,"Cell_5",1.03592
"758",1238,1,4.166667,"Cell_5",1.047741
"759",1239,1,4.333334,"Cell_5",1.036542
"760",1240,1,4.5,"Cell_5",1.026911
"761",1241,1,4.666667,"Cell_5",1.029308
"762",1242,1,4.833334,"Cell_5",1.02488
"763",1243,1,5,"Cell_5",1.014703
"764",1244,1,5.166667,"Cell_5",1.038182
"765",1245,1,5.333334,"Cell_5",1.032606
"766",1246,1,5.5,"Cell_5",1.033823
"767",1247,1,5.666667,"Cell_5",1.033787
"768",1248,1,5.833334,"Cell_5",1.037162
"769",1249,1,6,"Cell_5",1.040038
"770",1250,1,6.166667,"Cell_5",1.030204
"771",1251,1,6.333334,"Cell_5",1.031415
"772",1252,1,6.5,"Cell_5",1.038915
"773",1253,1,6.666667,"Cell_5",1.041522
"774",1254,1,6.833334,"Cell_5",1.033602
"775",1255,1,7,"Cell_5",1.030609
"776",1256,1,7.166667,"Cell_5",1.033001
"777",1257,1,7.333334,"Cell_5",1.028508
"778",1258,1,7.5,"Cell_5",1.031694
"779",1259,1,7.666667,"Cell_5",1.033161
"780",1260,1,7.833334,"Cell_5",1.035105
"781",1261,1,8,"Cell_5",1.029441
"782",1262,1,8.166667,"Cell_5",1.025298
"783",1263,1,8.333333,"Cell_5",1.035953
"784",1264,1,8.5,"Cell_5",1.026082
"785",1265,1,8.666667,"Cell_5",1.028939
"786",1266,1,8.833333,"Cell_5",1.027323
"787",1267,1,9,"Cell_5",1.035709
"788",1268,1,9.166667,"Cell_5",1.028639
"789",1269,1,9.333333,"Cell_5",1.026425
"790",1270,1,9.5,"Cell_5",1.0417
"791",1271,1,9.666667,"Cell_5",1.027954
"792",1272,1,9.833333,"Cell_5",1.037394
"793",1273,1,10,"Cell_5",1.022757
"794",1274,2,0,"Cell_5",0.9935569
"795",1275,2,0.1666667,"Cell_5",1.001891
"796",1276,2,0.3333333,"Cell_5",0.9961497
"797",1277,2,0.5,"Cell_5",1.006051
"798",1278,2,0.6666667,"Cell_5",1.002213
"799",1279,2,0.8333333,"Cell_5",1.011022
"800",1280,2,1,"Cell_5",1.00627
"801",1281,2,1.166667,"Cell_5",1.009386
"802",1282,2,1.333333,"Cell_5",1.009959
"803",1283,2,1.5,"Cell_5",1.012063
"804",1284,2,1.666667,"Cell_5",1.01232
"805",1285,2,1.833333,"Cell_5",1.006677
"806",1286,2,2,"Cell_5",1.000001
"807",1287,2,2.166667,"Cell_5",1.027158
"808",1288,2,2.333333,"Cell_5",1.030901
"809",1289,2,2.5,"Cell_5",1.011862
"810",1290,2,2.666667,"Cell_5",1.002178
"811",1291,2,2.833333,"Cell_5",0.9908996
"812",1292,2,3,"Cell_5",0.9990041
"813",1293,2,3.166667,"Cell_5",1.013703
"814",1294,2,3.333333,"Cell_5",1.042177
"815",1295,2,3.5,"Cell_5",1.060813
"816",1296,2,3.666667,"Cell_5",1.082647
"817",1297,2,3.833333,"Cell_5",1.097957
"818",1298,2,4,"Cell_5",1.116354
"819",1299,2,4.166667,"Cell_5",1.127676
"820",1300,2,4.333334,"Cell_5",1.140966
"821",1301,2,4.5,"Cell_5",1.161549
"822",1302,2,4.666667,"Cell_5",1.168536
"823",1303,2,4.833334,"Cell_5",1.185126
"824",1304,2,5,"Cell_5",1.190518
"825",1305,2,5.166667,"Cell_5",1.197989
"826",1306,2,5.333334,"Cell_5",1.206042
"827",1307,2,5.5,"Cell_5",1.210688
"828",1308,2,5.666667,"Cell_5",1.215025
"829",1309,2,5.833334,"Cell_5",1.206742
"830",1310,2,6,"Cell_5",1.199815
"831",1311,2,6.166667,"Cell_5",1.181961
"832",1312,2,6.333334,"Cell_5",1.177988
"833",1313,2,6.5,"Cell_5",1.163518
"834",1314,2,6.666667,"Cell_5",1.158047
"835",1315,2,6.833334,"Cell_5",1.142992
"836",1316,2,7,"Cell_5",1.133825
"837",1317,2,7.166667,"Cell_5",1.140611
"838",1318,2,7.333334,"Cell_5",1.126563
"839",1319,2,7.5,"Cell_5",1.108017
"840",1320,2,7.666667,"Cell_5",1.107758
"841",1321,2,7.833334,"Cell_5",1.106956
"842",1322,2,8,"Cell_5",1.093458
"843",1323,2,8.166667,"Cell_5",1.089161
"844",1324,2,8.333333,"Cell_5",1.072935
"845",1325,2,8.5,"Cell_5",1.068624
"846",1326,2,8.666667,"Cell_5",1.074248
"847",1327,2,8.833333,"Cell_5",1.061895
"848",1328,2,9,"Cell_5",1.053664
"849",1329,2,9.166667,"Cell_5",1.04841
"850",1330,2,9.333333,"Cell_5",1.04718
"851",1331,2,9.5,"Cell_5",1.040859
"852",1332,2,9.666667,"Cell_5",1.030988
"853",1333,2,9.833333,"Cell_5",1.034051
"854",1334,2,10,"Cell_5",1.042295
"855",1395,3,0,"Cell_5",1.004199
"856",1396,3,0.1666667,"Cell_5",0.9989283
"857",1397,3,0.3333333,"Cell_5",0.9953477
"858",1398,3,0.5,"Cell_5",1.002702
"859",1399,3,0.6666667,"Cell_5",0.9988462
"860",1400,3,0.8333333,"Cell_5",0.9920673
"861",1401,3,1,"Cell_5",0.9893247
"862",1402,3,1.166667,"Cell_5",0.9899809
"863",1403,3,1.333333,"Cell_5",0.9875027
"864",1404,3,1.5,"Cell_5",0.9872078
"865",1405,3,1.666667,"Cell_5",0.9976116
"866",1406,3,1.833333,"Cell_5",0.9943925
"867",1407,3,2,"Cell_5",0.9989334
"868",1408,3,2.166667,"Cell_5",1.024297
"869",1409,3,2.333333,"Cell_5",1.041851
"870",1410,3,2.5,"Cell_5",1.030048
"871",1411,3,2.666667,"Cell_5",1.019376
"872",1412,3,2.833333,"Cell_5",1.000059
"873",1413,3,3,"Cell_5",0.9918364
"874",1414,3,3.166667,"Cell_5",0.9879398
"875",1415,3,3.333333,"Cell_5",0.9818735
"876",1416,3,3.5,"Cell_5",0.9817998
"877",1417,3,3.666667,"Cell_5",0.9898524
"878",1418,3,3.833333,"Cell_5",1.000385
"879",1419,3,4,"Cell_5",1.003846
"880",1420,3,4.166667,"Cell_5",1.014827
"881",1421,3,4.333334,"Cell_5",1.027962
"882",1422,3,4.5,"Cell_5",1.039193
"883",1423,3,4.666667,"Cell_5",1.043173
"884",1424,3,4.833334,"Cell_5",1.038783
"885",1425,3,5,"Cell_5",1.048221
"886",1426,3,5.166667,"Cell_5",1.043226
"887",1427,3,5.333334,"Cell_5",1.044446
"888",1428,3,5.5,"Cell_5",1.046257
"889",1429,3,5.666667,"Cell_5",1.049418
"890",1430,3,5.833334,"Cell_5",1.046781
"891",1431,3,6,"Cell_5",1.040351
"892",1432,3,6.166667,"Cell_5",1.03736
"893",1433,3,6.333334,"Cell_5",1.035953
"894",1434,3,6.5,"Cell_5",1.03729
"895",1435,3,6.666667,"Cell_5",1.038081
"896",1436,3,6.833334,"Cell_5",1.035516
"897",1437,3,7,"Cell_5",1.040919
"898",1438,3,7.166667,"Cell_5",1.036327
"899",1439,3,7.333334,"Cell_5",1.029818
"900",1440,3,7.5,"Cell_5",1.02904
"901",1441,3,7.666667,"Cell_5",1.03611
"902",1442,3,7.833334,"Cell_5",1.037708
"903",1443,3,8,"Cell_5",1.037118
"904",1444,3,8.166667,"Cell_5",1.04237
"905",1445,3,8.333333,"Cell_5",1.041435
"906",1446,3,8.5,"Cell_5",1.034636
"907",1447,3,8.666667,"Cell_5",1.02869
"908",1448,3,8.833333,"Cell_5",1.0246
"909",1449,3,9,"Cell_5",1.023884
"910",1450,3,9.166667,"Cell_5",1.022987
"911",1451,3,9.333333,"Cell_5",1.016708
"912",1452,3,9.5,"Cell_5",1.029879
"913",1453,3,9.666667,"Cell_5",1.021478
"914",1454,3,9.833333,"Cell_5",1.024895
"915",1455,3,10,"Cell_5",1.026673
"916",1516,1,0,"Cell_6",0.9977083
"917",1517,1,0.1666667,"Cell_6",0.9979056
"918",1518,1,0.3333333,"Cell_6",0.9989341
"919",1519,1,0.5,"Cell_6",1.010581
"920",1520,1,0.6666667,"Cell_6",0.9993134
"921",1521,1,0.8333333,"Cell_6",1.000385
"922",1522,1,1,"Cell_6",0.9953632
"923",1523,1,1.166667,"Cell_6",0.9995961
"924",1524,1,1.333333,"Cell_6",1.002938
"925",1525,1,1.5,"Cell_6",1.003471
"926",1526,1,1.666667,"Cell_6",1.004371
"927",1527,1,1.833333,"Cell_6",0.999642
"928",1528,1,2,"Cell_6",1.047176
"929",1529,1,2.166667,"Cell_6",1.121651
"930",1530,1,2.333333,"Cell_6",1.176034
"931",1531,1,2.5,"Cell_6",1.171356
"932",1532,1,2.666667,"Cell_6",1.157514
"933",1533,1,2.833333,"Cell_6",1.116474
"934",1534,1,3,"Cell_6",1.099823
"935",1535,1,3.166667,"Cell_6",1.075945
"936",1536,1,3.333333,"Cell_6",1.061991
"937",1537,1,3.5,"Cell_6",1.047778
"938",1538,1,3.666667,"Cell_6",1.038099
"939",1539,1,3.833333,"Cell_6",1.041185
"940",1540,1,4,"Cell_6",1.036476
"941",1541,1,4.166667,"Cell_6",1.039337
"942",1542,1,4.333334,"Cell_6",1.041867
"943",1543,1,4.5,"Cell_6",1.036373
"944",1544,1,4.666667,"Cell_6",1.024627
"945",1545,1,4.833334,"Cell_6",1.034733
"946",1546,1,5,"Cell_6",1.026283
"947",1547,1,5.166667,"Cell_6",1.026319
"948",1548,1,5.333334,"Cell_6",1.026548
"949",1549,1,5.5,"Cell_6",1.026791
"950",1550,1,5.666667,"Cell_6",1.029204
"951",1551,1,5.833334,"Cell_6",1.02789
"952",1552,1,6,"Cell_6",1.031781
"953",1553,1,6.166667,"Cell_6",1.038402
"954",1554,1,6.333334,"Cell_6",1.038712
"955",1555,1,6.5,"Cell_6",1.03988
"956",1556,1,6.666667,"Cell_6",1.043704
"957",1557,1,6.833334,"Cell_6",1.043658
"958",1558,1,7,"Cell_6",1.041989
"959",1559,1,7.166667,"Cell_6",1.039826
"960",1560,1,7.333334,"Cell_6",1.027893
"961",1561,1,7.5,"Cell_6",1.042372
"962",1562,1,7.666667,"Cell_6",1.038328
"963",1563,1,7.833334,"Cell_6",1.035483
"964",1564,1,8,"Cell_6",1.035541
"965",1565,1,8.166667,"Cell_6",1.031654
"966",1566,1,8.333333,"Cell_6",1.029066
"967",1567,1,8.5,"Cell_6",1.032221
"968",1568,1,8.666667,"Cell_6",1.027585
"969",1569,1,8.833333,"Cell_6",1.025628
"970",1570,1,9,"Cell_6",1.026401
"971",1571,1,9.166667,"Cell_6",1.030349
"972",1572,1,9.333333,"Cell_6",1.023573
"973",1573,1,9.5,"Cell_6",1.028309
"974",1574,1,9.666667,"Cell_6",1.021599
"975",1575,1,9.833333,"Cell_6",1.030646
"976",1576,1,10,"Cell_6",1.033103
"977",1577,2,0,"Cell_6",0.9961453
"978",1578,2,0.1666667,"Cell_6",1.003979
"979",1579,2,0.3333333,"Cell_6",0.9953369
"980",1580,2,0.5,"Cell_6",1.006239
"981",1581,2,0.6666667,"Cell_6",0.9982496
"982",1582,2,0.8333333,"Cell_6",1.01394
"983",1583,2,1,"Cell_6",1.008292
"984",1584,2,1.166667,"Cell_6",1.013444
"985",1585,2,1.333333,"Cell_6",1.014293
"986",1586,2,1.5,"Cell_6",1.011717
"987",1587,2,1.666667,"Cell_6",1.011446
"988",1588,2,1.833333,"Cell_6",1.006172
"989",1589,2,2,"Cell_6",0.9836773
"990",1590,2,2.166667,"Cell_6",0.9962205
"991",1591,2,2.333333,"Cell_6",1.002356
"992",1592,2,2.5,"Cell_6",0.9815795
"993",1593,2,2.666667,"Cell_6",0.9874315
"994",1594,2,2.833333,"Cell_6",0.9773257
"995",1595,2,3,"Cell_6",0.9743086
"996",1596,2,3.166667,"Cell_6",0.9748612
"997",1597,2,3.333333,"Cell_6",0.9876069
"998",1598,2,3.5,"Cell_6",0.9839635
"999",1599,2,3.666667,"Cell_6",0.989854
"1000",1600,2,3.833333,"Cell_6",0.9993359
"1001",1601,2,4,"Cell_6",1.013582
"1002",1602,2,4.166667,"Cell_6",1.03192
"1003",1603,2,4.333334,"Cell_6",1.045213
"1004",1604,2,4.5,"Cell_6",1.070799
"1005",1605,2,4.666667,"Cell_6",1.073778
"1006",1606,2,4.833334,"Cell_6",1.092519
"1007",1607,2,5,"Cell_6",1.088502
"1008",1608,2,5.166667,"Cell_6",1.104632
"1009",1609,2,5.333334,"Cell_6",1.113079
"1010",1610,2,5.5,"Cell_6",1.111704
"1011",1611,2,5.666667,"Cell_6",1.128861
"1012",1612,2,5.833334,"Cell_6",1.120926
"1013",1613,2,6,"Cell_6",1.124334
"1014",1614,2,6.166667,"Cell_6",1.104607
"1015",1615,2,6.333334,"Cell_6",1.110011
"1016",1616,2,6.5,"Cell_6",1.094304
"1017",1617,2,6.666667,"Cell_6",1.088329
"1018",1618,2,6.833334,"Cell_6",1.07183
"1019",1619,2,7,"Cell_6",1.080611
"1020",1620,2,7.166667,"Cell_6",1.085892
"1021",1621,2,7.333334,"Cell_6",1.062939
"1022",1622,2,7.5,"Cell_6",1.046497
"1023",1623,2,7.666667,"Cell_6",1.05184
"1024",1624,2,7.833334,"Cell_6",1.0587
"1025",1625,2,8,"Cell_6",1.053749
"1026",1626,2,8.166667,"Cell_6",1.057615
"1027",1627,2,8.333333,"Cell_6",1.043987
"1028",1628,2,8.5,"Cell_6",1.046939
"1029",1629,2,8.666667,"Cell_6",1.056208
"1030",1630,2,8.833333,"Cell_6",1.041414
"1031",1631,2,9,"Cell_6",1.047574
"1032",1632,2,9.166667,"Cell_6",1.04501
"1033",1633,2,9.333333,"Cell_6",1.05249
"1034",1634,2,9.5,"Cell_6",1.04397
"1035",1635,2,9.666667,"Cell_6",1.037353
"1036",1636,2,9.833333,"Cell_6",1.04005
"1037",1637,2,10,"Cell_6",1.05006
"1038",1698,3,0,"Cell_6",1.004937
"1039",1699,3,0.1666667,"Cell_6",0.9892894
"1040",1700,3,0.3333333,"Cell_6",1.010482
"1041",1701,3,0.5,"Cell_6",1.003176
"1042",1702,3,0.6666667,"Cell_6",0.9921757
"1043",1703,3,0.8333333,"Cell_6",1.008146
"1044",1704,3,1,"Cell_6",1.009174
"1045",1705,3,1.166667,"Cell_6",0.9912574
"1046",1706,3,1.333333,"Cell_6",1.014395
"1047",1707,3,1.5,"Cell_6",1.005697
"1048",1708,3,1.666667,"Cell_6",1.016678
"1049",1709,3,1.833333,"Cell_6",1.016697
"1050",1710,3,2,"Cell_6",1.069849
"1051",1711,3,2.166667,"Cell_6",1.119524
"1052",1712,3,2.333333,"Cell_6",1.150723
"1053",1713,3,2.5,"Cell_6",1.161533
"1054",1714,3,2.666667,"Cell_6",1.147546
"1055",1715,3,2.833333,"Cell_6",1.132376
"1056",1716,3,3,"Cell_6",1.11126
"1057",1717,3,3.166667,"Cell_6",1.101203
"1058",1718,3,3.333333,"Cell_6",1.090687
"1059",1719,3,3.5,"Cell_6",1.037673
"1060",1720,3,3.666667,"Cell_6",1.039673
"1061",1721,3,3.833333,"Cell_6",1.03141
"1062",1722,3,4,"Cell_6",1.008377
"1063",1723,3,4.166667,"Cell_6",0.9934927
"1064",1724,3,4.333334,"Cell_6",0.9952123
"1065",1725,3,4.5,"Cell_6",0.9864271
"1066",1726,3,4.666667,"Cell_6",0.9996073
"1067",1727,3,4.833334,"Cell_6",1.005401
"1068",1728,3,5,"Cell_6",1.005088
"1069",1729,3,5.166667,"Cell_6",1.012315
"1070",1730,3,5.333334,"Cell_6",1.018515
"1071",1731,3,5.5,"Cell_6",1.007479
"1072",1732,3,5.666667,"Cell_6",1.001307
"1073",1733,3,5.833334,"Cell_6",0.9931346
"1074",1734,3,6,"Cell_6",0.9947036
"1075",1735,3,6.166667,"Cell_6",0.9941696
"1076",1736,3,6.333334,"Cell_6",1.008306
"1077",1737,3,6.5,"Cell_6",0.9987996
"1078",1738,3,6.666667,"Cell_6",1.012234
"1079",1739,3,6.833334,"Cell_6",1.002124
"1080",1740,3,7,"Cell_6",0.9883848
"1081",1741,3,7.166667,"Cell_6",1.01285
"1082",1742,3,7.333334,"Cell_6",1.003776
"1083",1743,3,7.5,"Cell_6",0.9972451
"1084",1744,3,7.666667,"Cell_6",1.015904
"1085",1745,3,7.833334,"Cell_6",1.017164
"1086",1746,3,8,"Cell_6",1.015389
"1087",1747,3,8.166667,"Cell_6",1.008921
"1088",1748,3,8.333333,"Cell_6",1.003903
"1089",1749,3,8.5,"Cell_6",1.002752
"1090",1750,3,8.666667,"Cell_6",1.000532
"1091",1751,3,8.833333,"Cell_6",1.006393
"1092",1752,3,9,"Cell_6",1.005662
"1093",1753,3,9.166667,"Cell_6",1.014292
"1094",1754,3,9.333333,"Cell_6",0.9819578
"1095",1755,3,9.5,"Cell_6",0.9907578
"1096",1756,3,9.666667,"Cell_6",1.002815
"1097",1757,3,9.833333,"Cell_6",1.007524
"1098",1758,3,10,"Cell_6",1.007148
"1099",1819,1,0,"Cell_7",0.9995388
"1100",1820,1,0.1666667,"Cell_7",0.9984257
"1101",1821,1,0.3333333,"Cell_7",0.9975411
"1102",1822,1,0.5,"Cell_7",1.00737
"1103",1823,1,0.6666667,"Cell_7",0.9973491
"1104",1824,1,0.8333333,"Cell_7",1.002298
"1105",1825,1,1,"Cell_7",0.9980439
"1106",1826,1,1.166667,"Cell_7",0.9993345
"1107",1827,1,1.333333,"Cell_7",1.004681
"1108",1828,1,1.5,"Cell_7",1.007374
"1109",1829,1,1.666667,"Cell_7",1.003258
"1110",1830,1,1.833333,"Cell_7",1.000505
"1111",1831,1,2,"Cell_7",1.050218
"1112",1832,1,2.166667,"Cell_7",1.11462
"1113",1833,1,2.333333,"Cell_7",1.168
"1114",1834,1,2.5,"Cell_7",1.163011
"1115",1835,1,2.666667,"Cell_7",1.146407
"1116",1836,1,2.833333,"Cell_7",1.110357
"1117",1837,1,3,"Cell_7",1.089336
"1118",1838,1,3.166667,"Cell_7",1.070697
"1119",1839,1,3.333333,"Cell_7",1.058368
"1120",1840,1,3.5,"Cell_7",1.053883
"1121",1841,1,3.666667,"Cell_7",1.045604
"1122",1842,1,3.833333,"Cell_7",1.047941
"1123",1843,1,4,"Cell_7",1.042291
"1124",1844,1,4.166667,"Cell_7",1.041941
"1125",1845,1,4.333334,"Cell_7",1.045621
"1126",1846,1,4.5,"Cell_7",1.038008
"1127",1847,1,4.666667,"Cell_7",1.027949
"1128",1848,1,4.833334,"Cell_7",1.034861
"1129",1849,1,5,"Cell_7",1.027337
"1130",1850,1,5.166667,"Cell_7",1.02561
"1131",1851,1,5.333334,"Cell_7",1.029803
"1132",1852,1,5.5,"Cell_7",1.028685
"1133",1853,1,5.666667,"Cell_7",1.034295
"1134",1854,1,5.833334,"Cell_7",1.032385
"1135",1855,1,6,"Cell_7",1.032477
"1136",1856,1,6.166667,"Cell_7",1.039596
"1137",1857,1,6.333334,"Cell_7",1.041436
"1138",1858,1,6.5,"Cell_7",1.042451
"1139",1859,1,6.666667,"Cell_7",1.043261
"1140",1860,1,6.833334,"Cell_7",1.043986
"1141",1861,1,7,"Cell_7",1.041673
"1142",1862,1,7.166667,"Cell_7",1.042155
"1143",1863,1,7.333334,"Cell_7",1.02908
"1144",1864,1,7.5,"Cell_7",1.043921
"1145",1865,1,7.666667,"Cell_7",1.041704
"1146",1866,1,7.833334,"Cell_7",1.03921
"1147",1867,1,8,"Cell_7",1.03749
"1148",1868,1,8.166667,"Cell_7",1.037285
"1149",1869,1,8.333333,"Cell_7",1.033076
"1150",1870,1,8.5,"Cell_7",1.033418
"1151",1871,1,8.666667,"Cell_7",1.033488
"1152",1872,1,8.833333,"Cell_7",1.030309
"1153",1873,1,9,"Cell_7",1.028431
"1154",1874,1,9.166667,"Cell_7",1.03371
"1155",1875,1,9.333333,"Cell_7",1.031497
"1156",1876,1,9.5,"Cell_7",1.032359
"1157",1877,1,9.666667,"Cell_7",1.028046
"1158",1878,1,9.833333,"Cell_7",1.038507
"1159",1879,1,10,"Cell_7",1.041688
"1160",1880,2,0,"Cell_7",0.9964277
"1161",1881,2,0.1666667,"Cell_7",1.009878
"1162",1882,2,0.3333333,"Cell_7",0.9917276
"1163",1883,2,0.5,"Cell_7",1.003971
"1164",1884,2,0.6666667,"Cell_7",0.9979655
"1165",1885,2,0.8333333,"Cell_7",1.008777
"1166",1886,2,1,"Cell_7",1.003871
"1167",1887,2,1.166667,"Cell_7",1.012397
"1168",1888,2,1.333333,"Cell_7",1.005852
"1169",1889,2,1.5,"Cell_7",1.019496
"1170",1890,2,1.666667,"Cell_7",1.012371
"1171",1891,2,1.833333,"Cell_7",1.005237
"1172",1892,2,2,"Cell_7",0.9908759
"1173",1893,2,2.166667,"Cell_7",1.006659
"1174",1894,2,2.333333,"Cell_7",1.002708
"1175",1895,2,2.5,"Cell_7",0.9819044
"1176",1896,2,2.666667,"Cell_7",0.9852773
"1177",1897,2,2.833333,"Cell_7",0.9696664
"1178",1898,2,3,"Cell_7",0.9735571
"1179",1899,2,3.166667,"Cell_7",0.9860871
"1180",1900,2,3.333333,"Cell_7",1.008146
"1181",1901,2,3.5,"Cell_7",1.012922
"1182",1902,2,3.666667,"Cell_7",1.025807
"1183",1903,2,3.833333,"Cell_7",1.035211
"1184",1904,2,4,"Cell_7",1.045858
"1185",1905,2,4.166667,"Cell_7",1.060628
"1186",1906,2,4.333334,"Cell_7",1.070411
"1187",1907,2,4.5,"Cell_7",1.093176
"1188",1908,2,4.666667,"Cell_7",1.095725
"1189",1909,2,4.833334,"Cell_7",1.110458
"1190",1910,2,5,"Cell_7",1.099334
"1191",1911,2,5.166667,"Cell_7",1.109314
"1192",1912,2,5.333334,"Cell_7",1.114857
"1193",1913,2,5.5,"Cell_7",1.119373
"1194",1914,2,5.666667,"Cell_7",1.135268
"1195",1915,2,5.833334,"Cell_7",1.128856
"1196",1916,2,6,"Cell_7",1.138451
"1197",1917,2,6.166667,"Cell_7",1.127164
"1198",1918,2,6.333334,"Cell_7",1.136083
"1199",1919,2,6.5,"Cell_7",1.112839
"1200",1920,2,6.666667,"Cell_7",1.114075
"1201",1921,2,6.833334,"Cell_7",1.099415
"1202",1922,2,7,"Cell_7",1.09555
"1203",1923,2,7.166667,"Cell_7",1.107836
"1204",1924,2,7.333334,"Cell_7",1.097275
"1205",1925,2,7.5,"Cell_7",1.080948
"1206",1926,2,7.666667,"Cell_7",1.095955
"1207",1927,2,7.833334,"Cell_7",1.107029
"1208",1928,2,8,"Cell_7",1.097272
"1209",1929,2,8.166667,"Cell_7",1.103187
"1210",1930,2,8.333333,"Cell_7",1.080541
"1211",1931,2,8.5,"Cell_7",1.079036
"1212",1932,2,8.666667,"Cell_7",1.091022
"1213",1933,2,8.833333,"Cell_7",1.078372
"1214",1934,2,9,"Cell_7",1.076439
"1215",1935,2,9.166667,"Cell_7",1.081054
"1216",1936,2,9.333333,"Cell_7",1.084241
"1217",1937,2,9.5,"Cell_7",1.07902
"1218",1938,2,9.666667,"Cell_7",1.065609
"1219",1939,2,9.833333,"Cell_7",1.069244
"1220",1940,2,10,"Cell_7",1.08313
"1221",2001,3,0,"Cell_7",1.0042
"1222",2002,3,0.1666667,"Cell_7",0.9903881
"1223",2003,3,0.3333333,"Cell_7",1.014011
"1224",2004,3,0.5,"Cell_7",1.0016
"1225",2005,3,0.6666667,"Cell_7",0.9898673
"1226",2006,3,0.8333333,"Cell_7",1.00757
"1227",2007,3,1,"Cell_7",1.011224
"1228",2008,3,1.166667,"Cell_7",0.9950281
"1229",2009,3,1.333333,"Cell_7",1.015013
"1230",2010,3,1.5,"Cell_7",1.008506
"1231",2011,3,1.666667,"Cell_7",1.00654
"1232",2012,3,1.833333,"Cell_7",1.010144
"1233",2013,3,2,"Cell_7",1.078897
"1234",2014,3,2.166667,"Cell_7",1.129541
"1235",2015,3,2.333333,"Cell_7",1.139203
"1236",2016,3,2.5,"Cell_7",1.149471
"1237",2017,3,2.666667,"Cell_7",1.14169
"1238",2018,3,2.833333,"Cell_7",1.125881
"1239",2019,3,3,"Cell_7",1.108454
"1240",2020,3,3.166667,"Cell_7",1.093371
"1241",2021,3,3.333333,"Cell_7",1.07725
"1242",2022,3,3.5,"Cell_7",1.023139
"1243",2023,3,3.666667,"Cell_7",1.02888
"1244",2024,3,3.833333,"Cell_7",1.006011
"1245",2025,3,4,"Cell_7",0.9874858
"1246",2026,3,4.166667,"Cell_7",0.9777901
"1247",2027,3,4.333334,"Cell_7",0.9813895
"1248",2028,3,4.5,"Cell_7",0.9771656
"1249",2029,3,4.666667,"Cell_7",0.9890109
"1250",2030,3,4.833334,"Cell_7",0.9962947
"1251",2031,3,5,"Cell_7",0.9955457
