"","X","id","Time","Sample","Value"
"100",100,2,6.333334,"Cell_1",1.02425
"101",101,2,6.5,"Cell_1",1.038381
"102",102,2,6.666667,"Cell_1",1.018562
"103",103,2,6.833334,"Cell_1",1.046261
"104",104,2,7,"Cell_1",1.026933
"105",105,2,7.166667,"Cell_1",1.026282
"106",106,2,7.333334,"Cell_1",1.021314
"107",107,2,7.5,"Cell_1",1.044764
"108",108,2,7.666667,"Cell_1",1.021985
"109",109,2,7.833334,"Cell_1",1.031272
"110",110,2,8,"Cell_1",1.025472
"111",111,2,8.166667,"Cell_1",1.028696
"112",112,2,8.333333,"Cell_1",1.037862
"113",113,2,8.5,"Cell_1",1.029259
"114",114,2,8.666667,"Cell_1",1.022152
"115",115,2,8.833333,"Cell_1",1.030621
"116",116,2,9,"Cell_1",1.03368
"117",117,2,9.166667,"Cell_1",1.042859
"118",118,2,9.333333,"Cell_1",1.032506
"119",119,2,9.5,"Cell_1",1.030192
"120",120,2,9.666667,"Cell_1",1.012682
"121",121,2,9.833333,"Cell_1",1.032179
"122",122,2,10,"Cell_1",1.029116
"123",183,3,0,"Cell_1",1.003517
"124",184,3,0.1666667,"Cell_1",0.9991689
"125",185,3,0.3333333,"Cell_1",1.001345
"126",186,3,0.5,"Cell_1",1.001579
"127",187,3,0.6666667,"Cell_1",0.9943522
"128",188,3,0.8333333,"Cell_1",1.004624
"129",189,3,1,"Cell_1",1.000443
"130",190,3,1.166667,"Cell_1",0.9968996
"131",191,3,1.333333,"Cell_1",1.010229
"132",192,3,1.5,"Cell_1",1.005364
"133",193,3,1.666667,"Cell_1",1.003382
"134",194,3,1.833333,"Cell_1",1.0102
"135",195,3,2,"Cell_1",1.010517
"136",196,3,2.166667,"Cell_1",1.071965
"137",197,3,2.333333,"Cell_1",1.131878
"138",198,3,2.5,"Cell_1",1.154203
"139",199,3,2.666667,"Cell_1",1.191653
"140",200,3,2.833333,"Cell_1",1.1963
"141",201,3,3,"Cell_1",1.214383
"142",202,3,3.166667,"Cell_1",1.236062
"143",203,3,3.333333,"Cell_1",1.25193
"144",204,3,3.5,"Cell_1",1.266294
"145",205,3,3.666667,"Cell_1",1.2762
"146",206,3,3.833333,"Cell_1",1.287362
"147",207,3,4,"Cell_1",1.297668
"148",208,3,4.166667,"Cell_1",1.300667
"149",209,3,4.333334,"Cell_1",1.290789
"150",210,3,4.5,"Cell_1",1.290077
"151",211,3,4.666667,"Cell_1",1.286375
"152",212,3,4.833334,"Cell_1",1.280827
"153",213,3,5,"Cell_1",1.252595
"154",214,3,5.166667,"Cell_1",1.256551
"155",215,3,5.333334,"Cell_1",1.241427
"156",216,3,5.5,"Cell_1",1.241923
"157",217,3,5.666667,"Cell_1",1.229193
"158",218,3,5.833334,"Cell_1",1.207258
"159",219,3,6,"Cell_1",1.197422
"160",220,3,6.166667,"Cell_1",1.180837
"161",221,3,6.333334,"Cell_1",1.169445
"162",222,3,6.5,"Cell_1",1.160868
"163",223,3,6.666667,"Cell_1",1.142305
"164",224,3,6.833334,"Cell_1",1.130332
"165",225,3,7,"Cell_1",1.126156
"166",226,3,7.166667,"Cell_1",1.110123
"167",227,3,7.333334,"Cell_1",1.106088
"168",228,3,7.5,"Cell_1",1.102681
"169",229,3,7.666667,"Cell_1",1.100049
"170",230,3,7.833334,"Cell_1",1.095144
"171",231,3,8,"Cell_1",1.0801
"172",232,3,8.166667,"Cell_1",1.076794
"173",233,3,8.333333,"Cell_1",1.078689
"174",234,3,8.5,"Cell_1",1.070274
"175",235,3,8.666667,"Cell_1",1.064395
"176",236,3,8.833333,"Cell_1",1.061506
"177",237,3,9,"Cell_1",1.062833
"178",238,3,9.166667,"Cell_1",1.07123
"179",239,3,9.333333,"Cell_1",1.071947
"180",240,3,9.5,"Cell_1",1.074201
"181",241,3,9.666667,"Cell_1",1.071108
"182",242,3,9.833333,"Cell_1",1.080586
"183",243,3,10,"Cell_1",1.076343
"184",304,1,0,"Cell_2",0.9969409
"185",305,1,0.1666667,"Cell_2",0.9955967
"186",306,1,0.3333333,"Cell_2",0.9999132
"187",307,1,0.5,"Cell_2",0.9980598
"188",308,1,0.6666667,"Cell_2",1.001115
"189",309,1,0.8333333,"Cell_2",1.000779
"190",310,1,1,"Cell_2",1.005054
"191",311,1,1.166667,"Cell_2",1.0027
"192",312,1,1.333333,"Cell_2",1.006013
"193",313,1,1.5,"Cell_2",1.00174
"194",314,1,1.666667,"Cell_2",1.002211
"195",315,1,1.833333,"Cell_2",1.00203
"196",316,1,2,"Cell_2",1.076958
"197",317,1,2.166667,"Cell_2",1.155691
"198",318,1,2.333333,"Cell_2",1.182023
"199",319,1,2.5,"Cell_2",1.195724
"200",320,1,2.666667,"Cell_2",1.181619
"201",321,1,2.833333,"Cell_2",1.182909
"202",322,1,3,"Cell_2",1.173879
"203",323,1,3.166667,"Cell_2",1.162862
"204",324,1,3.333333,"Cell_2",1.152261
"205",325,1,3.5,"Cell_2",1.151109
"206",326,1,3.666667,"Cell_2",1.153412
"207",327,1,3.833333,"Cell_2",1.135201
"208",328,1,4,"Cell_2",1.11904
"209",329,1,4.166667,"Cell_2",1.111278
"210",330,1,4.333334,"Cell_2",1.085099
"211",331,1,4.5,"Cell_2",1.070679
"212",332,1,4.666667,"Cell_2",1.056352
"213",333,1,4.833334,"Cell_2",1.047771
"214",334,1,5,"Cell_2",1.044885
"215",335,1,5.166667,"Cell_2",1.0503
"216",336,1,5.333334,"Cell_2",1.03903
"217",337,1,5.5,"Cell_2",1.0385
"218",338,1,5.666667,"Cell_2",1.035091
"219",339,1,5.833334,"Cell_2",1.036428
"220",340,1,6,"Cell_2",1.039149
"221",341,1,6.166667,"Cell_2",1.048283
"222",342,1,6.333334,"Cell_2",1.037528
"223",343,1,6.5,"Cell_2",1.039246
"224",344,1,6.666667,"Cell_2",1.03585
"225",345,1,6.833334,"Cell_2",1.009216
"226",346,1,7,"Cell_2",1.042561
"227",347,1,7.166667,"Cell_2",1.055386
"228",348,1,7.333334,"Cell_2",1.067886
"229",349,1,7.5,"Cell_2",1.071462
"230",350,1,7.666667,"Cell_2",1.072823
"231",351,1,7.833334,"Cell_2",1.085977
"232",352,1,8,"Cell_2",1.083927
"233",353,1,8.166667,"Cell_2",1.075687
"234",354,1,8.333333,"Cell_2",1.07419
"235",355,1,8.5,"Cell_2",1.078938
"236",356,1,8.666667,"Cell_2",1.074306
"237",357,1,8.833333,"Cell_2",1.080199
"238",358,1,9,"Cell_2",1.080514
"239",359,1,9.166667,"Cell_2",1.084859
"240",360,1,9.333333,"Cell_2",1.08448
"241",361,1,9.5,"Cell_2",1.079513
"242",362,1,9.666667,"Cell_2",1.085449
"243",363,1,9.833333,"Cell_2",1.094339
"244",364,1,10,"Cell_2",1.098078
"245",365,2,0,"Cell_2",1.002646
"246",366,2,0.1666667,"Cell_2",0.9928106
"247",367,2,0.3333333,"Cell_2",0.9964057
"248",368,2,0.5,"Cell_2",0.9972504
"249",369,2,0.6666667,"Cell_2",1.010991
"250",370,2,0.8333333,"Cell_2",0.994083
"251",371,2,1,"Cell_2",0.9940727
"252",372,2,1.166667,"Cell_2",0.9991563
"253",373,2,1.333333,"Cell_2",0.9900668
"254",374,2,1.5,"Cell_2",1.010097
"255",375,2,1.666667,"Cell_2",1.012807
"256",376,2,1.833333,"Cell_2",0.9949892
"257",377,2,2,"Cell_2",1.000976
"258",378,2,2.166667,"Cell_2",1.005661
"259",379,2,2.333333,"Cell_2",0.9955832
"260",380,2,2.5,"Cell_2",0.9975236
"261",381,2,2.666667,"Cell_2",1.002526
"262",382,2,2.833333,"Cell_2",1.01321
"263",383,2,3,"Cell_2",1.00062
"264",384,2,3.166667,"Cell_2",1.006876
"265",385,2,3.333333,"Cell_2",0.9893326
"266",386,2,3.5,"Cell_2",1.009474
"267",387,2,3.666667,"Cell_2",0.9951751
"268",388,2,3.833333,"Cell_2",0.9885606
"269",389,2,4,"Cell_2",1.009985
"270",390,2,4.166667,"Cell_2",0.9941726
"271",391,2,4.333334,"Cell_2",1.00829
"272",392,2,4.5,"Cell_2",1.001265
"273",393,2,4.666667,"Cell_2",0.9966652
"274",394,2,4.833334,"Cell_2",0.9945414
"275",395,2,5,"Cell_2",1.002073
"276",396,2,5.166667,"Cell_2",0.9936268
"277",397,2,5.333334,"Cell_2",1.000584
"278",398,2,5.5,"Cell_2",0.9812715
"279",399,2,5.666667,"Cell_2",0.9814844
"280",400,2,5.833334,"Cell_2",1.01073
"281",401,2,6,"Cell_2",1.004238
"282",402,2,6.166667,"Cell_2",0.9976189
"283",403,2,6.333334,"Cell_2",0.9951381
"284",404,2,6.5,"Cell_2",1.011987
"285",405,2,6.666667,"Cell_2",0.9897022
"286",406,2,6.833334,"Cell_2",1.015277
"287",407,2,7,"Cell_2",1.000907
"288",408,2,7.166667,"Cell_2",1.00052
"289",409,2,7.333334,"Cell_2",0.9970843
"290",410,2,7.5,"Cell_2",1.019729
"291",411,2,7.666667,"Cell_2",0.9988235
"292",412,2,7.833334,"Cell_2",1.001882
"293",413,2,8,"Cell_2",1.003216
"294",414,2,8.166667,"Cell_2",1.001452
"295",415,2,8.333333,"Cell_2",1.015081
"296",416,2,8.5,"Cell_2",1.000021
"297",417,2,8.666667,"Cell_2",1.001604
"298",418,2,8.833333,"Cell_2",1.007236
"299",419,2,9,"Cell_2",1.007353
"300",420,2,9.166667,"Cell_2",1.023606
"301",421,2,9.333333,"Cell_2",1.005326
"302",422,2,9.5,"Cell_2",1.001886
"303",423,2,9.666667,"Cell_2",0.989242
"304",424,2,9.833333,"Cell_2",1.011142
"305",425,2,10,"Cell_2",0.9982101
"306",486,3,0,"Cell_2",1.001549
"307",487,3,0.1666667,"Cell_2",0.9961631
"308",488,3,0.3333333,"Cell_2",1.004644
"309",489,3,0.5,"Cell_2",1.004318
"310",490,3,0.6666667,"Cell_2",0.9933341
"311",491,3,0.8333333,"Cell_2",1.007178
"312",492,3,1,"Cell_2",1.002458
"313",493,3,1.166667,"Cell_2",0.9960636
"314",494,3,1.333333,"Cell_2",1.005313
"315",495,3,1.5,"Cell_2",0.9971062
"316",496,3,1.666667,"Cell_2",0.9903576
"317",497,3,1.833333,"Cell_2",0.9981672
"318",498,3,2,"Cell_2",0.9940639
"319",499,3,2.166667,"Cell_2",1.05218
"320",500,3,2.333333,"Cell_2",1.108258
"321",501,3,2.5,"Cell_2",1.127899
"322",502,3,2.666667,"Cell_2",1.167981
"323",503,3,2.833333,"Cell_2",1.176143
"324",504,3,3,"Cell_2",1.198892
"325",505,3,3.166667,"Cell_2",1.226358
"326",506,3,3.333333,"Cell_2",1.245035
"327",507,3,3.5,"Cell_2",1.261338
"328",508,3,3.666667,"Cell_2",1.268965
"329",509,3,3.833333,"Cell_2",1.282849
"330",510,3,4,"Cell_2",1.296211
"331",511,3,4.166667,"Cell_2",1.294537
"332",512,3,4.333334,"Cell_2",1.278446
"333",513,3,4.5,"Cell_2",1.267904
"334",514,3,4.666667,"Cell_2",1.255123
"335",515,3,4.833334,"Cell_2",1.24184
"336",516,3,5,"Cell_2",1.21552
"337",517,3,5.166667,"Cell_2",1.208961
"338",518,3,5.333334,"Cell_2",1.186305
"339",519,3,5.5,"Cell_2",1.182182
"340",520,3,5.666667,"Cell_2",1.172931
"341",521,3,5.833334,"Cell_2",1.148399
"342",522,3,6,"Cell_2",1.132802
"343",523,3,6.166667,"Cell_2",1.120413
"344",524,3,6.333334,"Cell_2",1.114883
"345",525,3,6.5,"Cell_2",1.108739
"346",526,3,6.666667,"Cell_2",1.099636
"347",527,3,6.833334,"Cell_2",1.089056
"348",528,3,7,"Cell_2",1.08726
"349",529,3,7.166667,"Cell_2",1.075778
"350",530,3,7.333334,"Cell_2",1.07121
"351",531,3,7.5,"Cell_2",1.071347
"352",532,3,7.666667,"Cell_2",1.071351
"353",533,3,7.833334,"Cell_2",1.069092
"354",534,3,8,"Cell_2",1.061891
"355",535,3,8.166667,"Cell_2",1.062466
"356",536,3,8.333333,"Cell_2",1.064645
"357",537,3,8.5,"Cell_2",1.056156
"358",538,3,8.666667,"Cell_2",1.049858
"359",539,3,8.833333,"Cell_2",1.045906
"360",540,3,9,"Cell_2",1.043213
"361",541,3,9.166667,"Cell_2",1.049086
"362",542,3,9.333333,"Cell_2",1.050883
"363",543,3,9.5,"Cell_2",1.050945
"364",544,3,9.666667,"Cell_2",1.052319
"365",545,3,9.833333,"Cell_2",1.061058
"366",546,3,10,"Cell_2",1.056756
"367",607,1,0,"Cell_3",0.9964694
"368",608,1,0.1666667,"Cell_3",1.007048
"369",609,1,0.3333333,"Cell_3",0.9940195
"370",610,1,0.5,"Cell_3",1.005851
"371",611,1,0.6666667,"Cell_3",0.9928199
"372",612,1,0.8333333,"Cell_3",0.9992242
"373",613,1,1,"Cell_3",0.9968425
"374",614,1,1.166667,"Cell_3",1.007905
"375",615,1,1.333333,"Cell_3",0.9993364
"376",616,1,1.5,"Cell_3",0.9993834
"377",617,1,1.666667,"Cell_3",0.9996631
"378",618,1,1.833333,"Cell_3",0.9966384
"379",619,1,2,"Cell_3",1.085555
"380",620,1,2.166667,"Cell_3",1.128009
"381",621,1,2.333333,"Cell_3",1.142842
"382",622,1,2.5,"Cell_3",1.108332
"383",623,1,2.666667,"Cell_3",1.093579
"384",624,1,2.833333,"Cell_3",1.086964
"385",625,1,3,"Cell_3",1.079548
"386",626,1,3.166667,"Cell_3",1.066003
"387",627,1,3.333333,"Cell_3",1.056343
"388",628,1,3.5,"Cell_3",1.045772
"389",629,1,3.666667,"Cell_3",1.048167
"390",630,1,3.833333,"Cell_3",1.035915
"391",631,1,4,"Cell_3",1.030427
"392",632,1,4.166667,"Cell_3",1.044143
"393",633,1,4.333334,"Cell_3",1.036447
"394",634,1,4.5,"Cell_3",1.030929
"395",635,1,4.666667,"Cell_3",1.030892
"396",636,1,4.833334,"Cell_3",1.049246
"397",637,1,5,"Cell_3",1.043724
"398",638,1,5.166667,"Cell_3",1.045519
"399",639,1,5.333334,"Cell_3",1.040403
"400",640,1,5.5,"Cell_3",1.050771
"401",641,1,5.666667,"Cell_3",1.034254
"402",642,1,5.833334,"Cell_3",1.041381
"403",643,1,6,"Cell_3",1.050739
"404",644,1,6.166667,"Cell_3",1.041639
"405",645,1,6.333334,"Cell_3",1.042255
"406",646,1,6.5,"Cell_3",1.043427
"407",647,1,6.666667,"Cell_3",1.043016
"408",648,1,6.833334,"Cell_3",1.044466
"409",649,1,7,"Cell_3",1.037119
"410",650,1,7.166667,"Cell_3",1.03536
"411",651,1,7.333334,"Cell_3",1.044812
"412",652,1,7.5,"Cell_3",1.045373
"413",653,1,7.666667,"Cell_3",1.052658
"414",654,1,7.833334,"Cell_3",1.042445
"415",655,1,8,"Cell_3",1.042681
"416",656,1,8.166667,"Cell_3",1.034334
"417",657,1,8.333333,"Cell_3",1.038699
"418",658,1,8.5,"Cell_3",1.053561
"419",659,1,8.666667,"Cell_3",1.04122
"420",660,1,8.833333,"Cell_3",1.046771
"421",661,1,9,"Cell_3",1.050334
"422",662,1,9.166667,"Cell_3",1.045758
"423",663,1,9.333333,"Cell_3",1.054588
"424",664,1,9.5,"Cell_3",1.054236
"425",665,1,9.666667,"Cell_3",1.05966
"426",666,1,9.833333,"Cell_3",1.042788
"427",667,1,10,"Cell_3",1.059678
"428",668,2,0,"Cell_3",1.002209
"429",669,2,0.1666667,"Cell_3",0.9997658
"430",670,2,0.3333333,"Cell_3",0.9905094
"431",671,2,0.5,"Cell_3",0.9972806
"432",672,2,0.6666667,"Cell_3",1.010359
"433",673,2,0.8333333,"Cell_3",0.999072
"434",674,2,1,"Cell_3",0.9892712
"435",675,2,1.166667,"Cell_3",0.9916536
"436",676,2,1.333333,"Cell_3",0.9880781
"437",677,2,1.5,"Cell_3",1.01247
"438",678,2,1.666667,"Cell_3",1.010254
"439",679,2,1.833333,"Cell_3",0.9949538
"440",680,2,2,"Cell_3",0.9921311
"441",681,2,2.166667,"Cell_3",0.996932
"442",682,2,2.333333,"Cell_3",0.9945331
"443",683,2,2.5,"Cell_3",0.9880638
"444",684,2,2.666667,"Cell_3",0.9935828
"445",685,2,2.833333,"Cell_3",1.002431
"446",686,2,3,"Cell_3",0.9971741
"447",687,2,3.166667,"Cell_3",1.003635
"448",688,2,3.333333,"Cell_3",0.9869766
"449",689,2,3.5,"Cell_3",1.008794
"450",690,2,3.666667,"Cell_3",0.9983308
"451",691,2,3.833333,"Cell_3",0.9857352
"452",692,2,4,"Cell_3",1.003595
"453",693,2,4.166667,"Cell_3",0.9997227
"454",694,2,4.333334,"Cell_3",1.000329
"455",695,2,4.5,"Cell_3",1.007115
"456",696,2,4.666667,"Cell_3",0.9961253
"457",697,2,4.833334,"Cell_3",0.9961228
"458",698,2,5,"Cell_3",0.9997235
"459",699,2,5.166667,"Cell_3",0.9947826
"460",700,2,5.333334,"Cell_3",0.9992494
"461",701,2,5.5,"Cell_3",0.9817091
"462",702,2,5.666667,"Cell_3",0.985516
"463",703,2,5.833334,"Cell_3",1.019549
"464",704,2,6,"Cell_3",1.006113
"465",705,2,6.166667,"Cell_3",1.003805
"466",706,2,6.333334,"Cell_3",1.002008
"467",707,2,6.5,"Cell_3",1.021643
"468",708,2,6.666667,"Cell_3",0.9937184
"469",709,2,6.833334,"Cell_3",1.025011
"470",710,2,7,"Cell_3",1.002111
"471",711,2,7.166667,"Cell_3",1.0008
"472",712,2,7.333334,"Cell_3",0.9950631
"473",713,2,7.5,"Cell_3",1.031718
"474",714,2,7.666667,"Cell_3",1.001036
"475",715,2,7.833334,"Cell_3",1.013327
"476",716,2,8,"Cell_3",1.000534
"477",717,2,8.166667,"Cell_3",1.006321
"478",718,2,8.333333,"Cell_3",1.017963
"479",719,2,8.5,"Cell_3",1.013898
"480",720,2,8.666667,"Cell_3",0.9989436
"481",721,2,8.833333,"Cell_3",1.0145
"482",722,2,9,"Cell_3",1.010316
"483",723,2,9.166667,"Cell_3",1.032194
"484",724,2,9.333333,"Cell_3",1.015932
"485",725,2,9.5,"Cell_3",1.010838
"486",726,2,9.666667,"Cell_3",0.9873712
"487",727,2,9.833333,"Cell_3",1.015636
"488",728,2,10,"Cell_3",1.008184
"489",789,3,0,"Cell_3",0.9810209
"490",790,3,0.1666667,"Cell_3",0.9801265
"491",791,3,0.3333333,"Cell_3",1.010602
"492",792,3,0.5,"Cell_3",1.010689
"493",793,3,0.6666667,"Cell_3",1.016822
"494",794,3,0.8333333,"Cell_3",1.014021
"495",795,3,1,"Cell_3",1.027202
"496",796,3,1.166667,"Cell_3",1.016901
"497",797,3,1.333333,"Cell_3",1.027051
"498",798,3,1.5,"Cell_3",1.019896
"499",799,3,1.666667,"Cell_3",1.023727
"500",800,3,1.833333,"Cell_3",1.015757
"501",801,3,2,"Cell_3",1.061331
"502",802,3,2.166667,"Cell_3",1.169031
"503",803,3,2.333333,"Cell_3",1.176923
"504",804,3,2.5,"Cell_3",1.158042
"505",805,3,2.666667,"Cell_3",1.133008
"506",806,3,2.833333,"Cell_3",1.089268
"507",807,3,3,"Cell_3",1.085522
"508",808,3,3.166667,"Cell_3",1.074406
"509",809,3,3.333333,"Cell_3",1.059631
"510",810,3,3.5,"Cell_3",1.045832
"511",811,3,3.666667,"Cell_3",1.040712
"512",812,3,3.833333,"Cell_3",1.047905
"513",813,3,4,"Cell_3",1.045357
"514",814,3,4.166667,"Cell_3",1.044042
"515",815,3,4.333334,"Cell_3",1.048153
"516",816,3,4.5,"Cell_3",1.048955
"517",817,3,4.666667,"Cell_3",1.052843
"518",818,3,4.833334,"Cell_3",1.069537
"519",819,3,5,"Cell_3",1.055352
"520",820,3,5.166667,"Cell_3",1.044764
"521",821,3,5.333334,"Cell_3",1.052716
"522",822,3,5.5,"Cell_3",1.052357
"523",823,3,5.666667,"Cell_3",1.039305
"524",824,3,5.833334,"Cell_3",1.023427
"525",825,3,6,"Cell_3",1.04082
"526",826,3,6.166667,"Cell_3",1.029448
"527",827,3,6.333334,"Cell_3",1.019487
"528",828,3,6.5,"Cell_3",1.021847
"529",829,3,6.666667,"Cell_3",1.012966
"530",830,3,6.833334,"Cell_3",1.01342
"531",831,3,7,"Cell_3",1.01012
"532",832,3,7.166667,"Cell_3",1.012652
"533",833,3,7.333334,"Cell_3",1.010117
"534",834,3,7.5,"Cell_3",0.9906253
"535",835,3,7.666667,"Cell_3",1.005715
"536",836,3,7.833334,"Cell_3",0.9988315
"537",837,3,8,"Cell_3",0.999813
"538",838,3,8.166667,"Cell_3",1.002039
"539",839,3,8.333333,"Cell_3",0.9958383
"540",840,3,8.5,"Cell_3",0.9947128
"541",841,3,8.666667,"Cell_3",0.9864715
"542",842,3,8.833333,"Cell_3",0.9952988
"543",843,3,9,"Cell_3",0.9871339
"544",844,3,9.166667,"Cell_3",1.009756
"545",845,3,9.333333,"Cell_3",0.9976441
"546",846,3,9.5,"Cell_3",0.9976797
"547",847,3,9.666667,"Cell_3",0.98891
"548",848,3,9.833333,"Cell_3",0.9711913
"549",849,3,10,"Cell_3",0.9879467
"550",910,1,0,"Cell_4",1.000036
"551",911,1,0.1666667,"Cell_4",1.001699
"552",912,1,0.3333333,"Cell_4",1.001171
"553",913,1,0.5,"Cell_4",0.9942631
"554",914,1,0.6666667,"Cell_4",0.9993722
"555",915,1,0.8333333,"Cell_4",0.9970911
"556",916,1,1,"Cell_4",1.001887
"557",917,1,1.166667,"Cell_4",1.004453
"558",918,1,1.333333,"Cell_4",1.000615
"559",919,1,1.5,"Cell_4",0.9926597
"560",920,1,1.666667,"Cell_4",1.001663
"561",921,1,1.833333,"Cell_4",0.9934638
"562",922,1,2,"Cell_4",1.098555
"563",923,1,2.166667,"Cell_4",1.152332
"564",924,1,2.333333,"Cell_4",1.173242
"565",925,1,2.5,"Cell_4",1.162209
"566",926,1,2.666667,"Cell_4",1.149664
"567",927,1,2.833333,"Cell_4",1.138761
"568",928,1,3,"Cell_4",1.127249
"569",929,1,3.166667,"Cell_4",1.118553
"570",930,1,3.333333,"Cell_4",1.111772
"571",931,1,3.5,"Cell_4",1.095553
"572",932,1,3.666667,"Cell_4",1.090586
"573",933,1,3.833333,"Cell_4",1.082625
"574",934,1,4,"Cell_4",1.074142
"575",935,1,4.166667,"Cell_4",1.083397
"576",936,1,4.333334,"Cell_4",1.075614
"577",937,1,4.5,"Cell_4",1.05972
"578",938,1,4.666667,"Cell_4",1.067596
"579",939,1,4.833334,"Cell_4",1.057768
"580",940,1,5,"Cell_4",1.045381
"581",941,1,5.166667,"Cell_4",1.063149
"582",942,1,5.333334,"Cell_4",1.062856
"583",943,1,5.5,"Cell_4",1.062364
"584",944,1,5.666667,"Cell_4",1.059386
"585",945,1,5.833334,"Cell_4",1.065929
"586",946,1,6,"Cell_4",1.067048
"587",947,1,6.166667,"Cell_4",1.0607
"588",948,1,6.333334,"Cell_4",1.059107
"589",949,1,6.5,"Cell_4",1.071693
"590",950,1,6.666667,"Cell_4",1.079836
"591",951,1,6.833334,"Cell_4",1.066349
"592",952,1,7,"Cell_4",1.062914
"593",953,1,7.166667,"Cell_4",1.067237
"594",954,1,7.333334,"Cell_4",1.063189
"595",955,1,7.5,"Cell_4",1.066419
"596",956,1,7.666667,"Cell_4",1.07679
"597",957,1,7.833334,"Cell_4",1.068712
"598",958,1,8,"Cell_4",1.073085
"599",959,1,8.166667,"Cell_4",1.06502
"600",960,1,8.333333,"Cell_4",1.073187
"601",961,1,8.5,"Cell_4",1.062566
"602",962,1,8.666667,"Cell_4",1.06397
"603",963,1,8.833333,"Cell_4",1.062034
"604",964,1,9,"Cell_4",1.071842
"605",965,1,9.166667,"Cell_4",1.066908
"606",966,1,9.333333,"Cell_4",1.063934
"607",967,1,9.5,"Cell_4",1.082641
"608",968,1,9.666667,"Cell_4",1.063924
"609",969,1,9.833333,"Cell_4",1.074764
"610",970,1,10,"Cell_4",1.058425
"611",971,2,0,"Cell_4",0.991787
"612",972,2,0.1666667,"Cell_4",0.9975348
"613",973,2,0.3333333,"Cell_4",0.9946743
"614",974,2,0.5,"Cell_4",1.007425
"615",975,2,0.6666667,"Cell_4",1.008408
"616",976,2,0.8333333,"Cell_4",1.018123
"617",977,2,1,"Cell_4",1.013736
"618",978,2,1.166667,"Cell_4",1.01957
"619",979,2,1.333333,"Cell_4",1.017822
"620",980,2,1.5,"Cell_4",1.020588
"621",981,2,1.666667,"Cell_4",1.021865
"622",982,2,1.833333,"Cell_4",1.014479
"623",983,2,2,"Cell_4",1.006792
"624",984,2,2.166667,"Cell_4",1.030332
"625",985,2,2.333333,"Cell_4",1.039561
"626",986,2,2.5,"Cell_4",1.023851
"627",987,2,2.666667,"Cell_4",1.017735
"628",988,2,2.833333,"Cell_4",1.010036
"629",989,2,3,"Cell_4",1.01965
"630",990,2,3.166667,"Cell_4",1.043629
"631",991,2,3.333333,"Cell_4",1.06861
"632",992,2,3.5,"Cell_4",1.081819
"633",993,2,3.666667,"Cell_4",1.100128
"634",994,2,3.833333,"Cell_4",1.116056
"635",995,2,4,"Cell_4",1.133443
"636",996,2,4.166667,"Cell_4",1.147337
"637",997,2,4.333334,"Cell_4",1.159551
"638",998,2,4.5,"Cell_4",1.179852
"639",999,2,4.666667,"Cell_4",1.186306
"640",1000,2,4.833334,"Cell_4",1.204733
"641",1001,2,5,"Cell_4",1.21155
"642",1002,2,5.166667,"Cell_4",1.222622
"643",1003,2,5.333334,"Cell_4",1.225918
"644",1004,2,5.5,"Cell_4",1.223568
"645",1005,2,5.666667,"Cell_4",1.227345
"646",1006,2,5.833334,"Cell_4",1.219554
"647",1007,2,6,"Cell_4",1.213495
"648",1008,2,6.166667,"Cell_4",1.196924
"649",1009,2,6.333334,"Cell_4",1.192178
"650",1010,2,6.5,"Cell_4",1.178431
"651",1011,2,6.666667,"Cell_4",1.169892
"652",1012,2,6.833334,"Cell_4",1.150613
"653",1013,2,7,"Cell_4",1.141872
"654",1014,2,7.166667,"Cell_4",1.138994
"655",1015,2,7.333334,"Cell_4",1.129051
"656",1016,2,7.5,"Cell_4",1.11438
"657",1017,2,7.666667,"Cell_4",1.117379
"658",1018,2,7.833334,"Cell_4",1.118435
"659",1019,2,8,"Cell_4",1.109759
"660",1020,2,8.166667,"Cell_4",1.105079
"661",1021,2,8.333333,"Cell_4",1.086769
"662",1022,2,8.5,"Cell_4",1.083315
"663",1023,2,8.666667,"Cell_4",1.085708
"664",1024,2,8.833333,"Cell_4",1.076261
"665",1025,2,9,"Cell_4",1.06508
"666",1026,2,9.166667,"Cell_4",1.062077
"667",1027,2,9.333333,"Cell_4",1.06422
"668",1028,2,9.5,"Cell_4",1.056814
"669",1029,2,9.666667,"Cell_4",1.051518
"670",1030,2,9.833333,"Cell_4",1.056222
"671",1031,2,10,"Cell_4",1.059836
"672",1092,3,0,"Cell_4",0.986904
"673",1093,3,0.1666667,"Cell_4",0.9891608
"674",1094,3,0.3333333,"Cell_4",1.012491
"675",1095,3,0.5,"Cell_4",1.006681
"676",1096,3,0.6666667,"Cell_4",1.004554
"677",1097,3,0.8333333,"Cell_4",1.004258
"678",1098,3,1,"Cell_4",1.008615
"679",1099,3,1.166667,"Cell_4",1.005091
"680",1100,3,1.333333,"Cell_4",1.013834
"681",1101,3,1.5,"Cell_4",1.013544
"682",1102,3,1.666667,"Cell_4",1.014274
"683",1103,3,1.833333,"Cell_4",1.014384
"684",1104,3,2,"Cell_4",1.052581
"685",1105,3,2.166667,"Cell_4",1.153867
"686",1106,3,2.333333,"Cell_4",1.197352
"687",1107,3,2.5,"Cell_4",1.18563
"688",1108,3,2.666667,"Cell_4",1.170894
"689",1109,3,2.833333,"Cell_4",1.128782
"690",1110,3,3,"Cell_4",1.118325
"691",1111,3,3.166667,"Cell_4",1.109018
