"Time","unique_id","id","Sample","Value"
132,"1_cell.6","1","cell.6",0.00688354753006042
134,"1_cell.6","1","cell.6",0.0316746996939292
136,"1_cell.6","1","cell.6",0.0268336106814824
138,"1_cell.6","1","cell.6",0.00334179228642189
140,"1_cell.6","1","cell.6",0.0346256423987273
142,"1_cell.6","1","cell.6",0.00927601213165336
144,"1_cell.6","1","cell.6",0.0152919189721735
146,"1_cell.6","1","cell.6",0.00369151473500105
148,"1_cell.6","1","cell.6",0.0903242604986935
150,"1_cell.6","1","cell.6",0.237418713639715
152,"1_cell.6","1","cell.6",0.442897244850812
154,"1_cell.6","1","cell.6",0.614101274288763
156,"1_cell.6","1","cell.6",0.756173111761141
158,"1_cell.6","1","cell.6",0.789917782606513
160,"1_cell.6","1","cell.6",0.807203942078248
162,"1_cell.6","1","cell.6",0.855715522769825
164,"1_cell.6","1","cell.6",0.885284513251871
166,"1_cell.6","1","cell.6",0.843859563036975
168,"1_cell.6","1","cell.6",0.86613742191872
170,"1_cell.6","1","cell.6",0.892916290967943
172,"1_cell.6","1","cell.6",0.897430348363835
174,"1_cell.6","1","cell.6",0.883420177765651
176,"1_cell.6","1","cell.6",0.924405776745471
178,"1_cell.6","1","cell.6",0.884210385990907
180,"1_cell.6","1","cell.6",0.892128068190489
182,"1_cell.6","1","cell.6",0.898501922906196
184,"1_cell.6","1","cell.6",0.911588009370179
186,"1_cell.6","1","cell.6",0.907580241163836
188,"1_cell.6","1","cell.6",0.893446689166518
190,"1_cell.6","1","cell.6",0.879911607863848
192,"1_cell.6","1","cell.6",0.887141757853084
194,"1_cell.6","1","cell.6",0.911603325681796
196,"1_cell.6","1","cell.6",0.915054601232736
198,"1_cell.6","1","cell.6",0.897747452741379
200,"1_cell.6","1","cell.6",0.902858562654918
202,"1_cell.6","1","cell.6",0.895978986020462
204,"1_cell.6","1","cell.6",0.939096955939793
206,"1_cell.6","1","cell.6",0.903038954769514
208,"1_cell.6","1","cell.6",0.864144032325359
210,"1_cell.6","1","cell.6",0.923571888668567
212,"1_cell.6","1","cell.6",0.901967380227152
214,"1_cell.6","1","cell.6",0.880550638420741
216,"1_cell.6","1","cell.6",0.891494426706202
218,"1_cell.6","1","cell.6",0.905409295809883
220,"1_cell.6","1","cell.6",0.868867129011278
222,"1_cell.6","1","cell.6",0.910247832103727
224,"1_cell.6","1","cell.6",0.861028013817582
226,"1_cell.6","1","cell.6",0.882105244049826
228,"1_cell.6","1","cell.6",0.907728866113597
230,"1_cell.6","1","cell.6",0.891403663378104
232,"1_cell.6","1","cell.6",0.904711836360527
234,"1_cell.6","1","cell.6",0.890051289789438
236,"1_cell.6","1","cell.6",0.914509453993345
238,"1_cell.6","1","cell.6",0.92928572380776
240,"1_cell.6","1","cell.6",0.913543108184498
0,"1_cell.7","1","cell.7",0.909964982378593
2,"1_cell.7","1","cell.7",0.902607903977404
4,"1_cell.7","1","cell.7",0.934002158642533
6,"1_cell.7","1","cell.7",0.935597816907866
8,"1_cell.7","1","cell.7",0.916581816894997
10,"1_cell.7","1","cell.7",0.921812744998689
12,"1_cell.7","1","cell.7",0.894504469290817
14,"1_cell.7","1","cell.7",0.901590350127959
16,"1_cell.7","1","cell.7",0.886874906504399
18,"1_cell.7","1","cell.7",0.863482427652501
20,"1_cell.7","1","cell.7",0.894554011906313
22,"1_cell.7","1","cell.7",0.890465781011989
24,"1_cell.7","1","cell.7",0.883755330254614
26,"1_cell.7","1","cell.7",0.924495767162576
28,"1_cell.7","1","cell.7",0.894554011906313
30,"1_cell.7","1","cell.7",0.872589582860829
32,"1_cell.7","1","cell.7",0.907788967760304
34,"1_cell.7","1","cell.7",0.883588365206286
36,"1_cell.7","1","cell.7",0.935803708296941
38,"1_cell.7","1","cell.7",0.896804018742551
40,"1_cell.7","1","cell.7",0.944769634880575
42,"1_cell.7","1","cell.7",0.88304950883644
44,"1_cell.7","1","cell.7",0.891875815321859
46,"1_cell.7","1","cell.7",0.852746800238706
48,"1_cell.7","1","cell.7",1
50,"1_cell.7","1","cell.7",0.129955427731318
52,"1_cell.7","1","cell.7",0.148253703230082
54,"1_cell.7","1","cell.7",0.174078595820727
56,"1_cell.7","1","cell.7",0.0697434561121596
58,"1_cell.7","1","cell.7",0.073112675671198
60,"1_cell.7","1","cell.7",0.0874282396125383
62,"1_cell.7","1","cell.7",0.0786028982430067
64,"1_cell.7","1","cell.7",0.0858666821085211
66,"1_cell.7","1","cell.7",0.107025882799544
68,"1_cell.7","1","cell.7",0.0825666291879998
70,"1_cell.7","1","cell.7",0.0996781338519225
72,"1_cell.7","1","cell.7",0.0803555486925095
74,"1_cell.7","1","cell.7",0.100218598748245
76,"1_cell.7","1","cell.7",0.0908463583764821
78,"1_cell.7","1","cell.7",0.0849105739705031
80,"1_cell.7","1","cell.7",0
82,"1_cell.7","1","cell.7",0.116259468188976
84,"1_cell.7","1","cell.7",0.0786627354279566
86,"1_cell.7","1","cell.7",0.0904529128001711
88,"1_cell.7","1","cell.7",0.100071579428233
90,"1_cell.7","1","cell.7",0.0952205852784443
92,"1_cell.7","1","cell.7",0.0959708020273869
94,"1_cell.7","1","cell.7",0.0885435918717943
96,"1_cell.7","1","cell.7",0.0886812817382384
98,"1_cell.7","1","cell.7",0.0705342077283264
100,"1_cell.7","1","cell.7",0.125278154441061
102,"1_cell.7","1","cell.7",0.121158396427784
104,"1_cell.7","1","cell.7",0.0890033087389636
106,"1_cell.7","1","cell.7",0.0996910020637398
108,"1_cell.7","1","cell.7",0.0890345141526203
110,"1_cell.7","1","cell.7",0.0790758050272888
112,"1_cell.7","1","cell.7",0.0916174859696281
114,"1_cell.7","1","cell.7",0.100180315818089
116,"1_cell.7","1","cell.7",0.0966299761777232
118,"1_cell.7","1","cell.7",0.0936738262180166
120,"1_cell.7","1","cell.7",0.0883238671550155
122,"1_cell.7","1","cell.7",0.102570907868429
124,"1_cell.7","1","cell.7",0.113543310379661
126,"1_cell.7","1","cell.7",0.0959045307365285
128,"1_cell.7","1","cell.7",0.092290815152963
130,"1_cell.7","1","cell.7",0.105860022808906
132,"1_cell.7","1","cell.7",0.101357435494067
134,"1_cell.7","1","cell.7",0.0991991146670272
136,"1_cell.7","1","cell.7",0.0917027378729168
138,"1_cell.7","1","cell.7",0.0926241018390284
140,"1_cell.7","1","cell.7",0.125720177516982
142,"1_cell.7","1","cell.7",0.108752153414821
144,"1_cell.7","1","cell.7",0.0858837324891789
146,"1_cell.7","1","cell.7",0.10677623949029
148,"1_cell.7","1","cell.7",0.152828995941688
150,"1_cell.7","1","cell.7",0.317581355247898
152,"1_cell.7","1","cell.7",0.486201899026359
154,"1_cell.7","1","cell.7",0.622520335795988
156,"1_cell.7","1","cell.7",0.860884013981313
158,"1_cell.7","1","cell.7",0.747198831566367
160,"1_cell.7","1","cell.7",0.773490196835385
162,"1_cell.7","1","cell.7",0.815528714610407
164,"1_cell.7","1","cell.7",0.82323613007832
166,"1_cell.7","1","cell.7",0.795614513412698
168,"1_cell.7","1","cell.7",0.814226129869211
170,"1_cell.7","1","cell.7",0.824587614024421
172,"1_cell.7","1","cell.7",0.796651047874574
174,"1_cell.7","1","cell.7",0.804729067842822
176,"1_cell.7","1","cell.7",0.828998837035357
178,"1_cell.7","1","cell.7",0.838767740036385
180,"1_cell.7","1","cell.7",0.829938538203308
182,"1_cell.7","1","cell.7",0.814538827416369
184,"1_cell.7","1","cell.7",0.826101237439419
186,"1_cell.7","1","cell.7",0.842159800671399
188,"1_cell.7","1","cell.7",0.834149017109896
190,"1_cell.7","1","cell.7",0.821858909708583
192,"1_cell.7","1","cell.7",0.830566185234692
194,"1_cell.7","1","cell.7",0.837792972991232
196,"1_cell.7","1","cell.7",0.837618930426405
198,"1_cell.7","1","cell.7",0.83081486342806
200,"1_cell.7","1","cell.7",0.82542469120313
202,"1_cell.7","1","cell.7",0.832308219409446
204,"1_cell.7","1","cell.7",0.870785459564058
206,"1_cell.7","1","cell.7",0.834609699092952
208,"1_cell.7","1","cell.7",0.813175118669041
210,"1_cell.7","1","cell.7",0.853316218611617
212,"1_cell.7","1","cell.7",0.834892478047635
214,"1_cell.7","1","cell.7",0.820646080744812
216,"1_cell.7","1","cell.7",0.834559513066865
218,"1_cell.7","1","cell.7",0.845173214173692
220,"1_cell.7","1","cell.7",0.842902618198547
222,"1_cell.7","1","cell.7",0.857757681920324
224,"1_cell.7","1","cell.7",0.836971337666704
226,"1_cell.7","1","cell.7",0.825584900440254
228,"1_cell.7","1","cell.7",0.87240363720007
230,"1_cell.7","1","cell.7",0.874782004449184
232,"1_cell.7","1","cell.7",0.863129195238119
234,"1_cell.7","1","cell.7",0.859698529967653
236,"1_cell.7","1","cell.7",0.891352400806194
238,"1_cell.7","1","cell.7",0.882034206924063
240,"1_cell.7","1","cell.7",0.894910139668354
0,"1_cell.8","1","cell.8",0.960818371401424
2,"1_cell.8","1","cell.8",0.943920828243191
4,"1_cell.8","1","cell.8",0.995760066140993
6,"1_cell.8","1","cell.8",1
8,"1_cell.8","1","cell.8",0.970433494983896
10,"1_cell.8","1","cell.8",0.981426226878416
12,"1_cell.8","1","cell.8",0.987265390737793
14,"1_cell.8","1","cell.8",0.976282530633398
16,"1_cell.8","1","cell.8",0.972178333888621
18,"1_cell.8","1","cell.8",0.985261417342267
20,"1_cell.8","1","cell.8",0.981431162773479
22,"1_cell.8","1","cell.8",0.967620528387566
24,"1_cell.8","1","cell.8",0.981495329409297
26,"1_cell.8","1","cell.8",0.975333851602314
28,"1_cell.8","1","cell.8",0.959345500314663
30,"1_cell.8","1","cell.8",0.941051592443144
32,"1_cell.8","1","cell.8",0.980587124717728
34,"1_cell.8","1","cell.8",0.967944816693197
36,"1_cell.8","1","cell.8",0.978506151359222
38,"1_cell.8","1","cell.8",0.974774121102185
40,"1_cell.8","1","cell.8",0.954095682325793
42,"1_cell.8","1","cell.8",0.930583052604301
44,"1_cell.8","1","cell.8",0.938892138353138
46,"1_cell.8","1","cell.8",0.921233480176211
48,"1_cell.8","1","cell.8",0.636891373289403
50,"1_cell.8","1","cell.8",0.0693350115376546
52,"1_cell.8","1","cell.8",0.0913407124964523
54,"1_cell.8","1","cell.8",0.0573037673219067
56,"1_cell.8","1","cell.8",0.0799995064104934
58,"1_cell.8","1","cell.8",0.0549325633337033
60,"1_cell.8","1","cell.8",0.0702195239329213
62,"1_cell.8","1","cell.8",0.0564454151704731
64,"1_cell.8","1","cell.8",0.0295023383802858
66,"1_cell.8","1","cell.8",0.0523974876294127
68,"1_cell.8","1","cell.8",0.056547588198275
70,"1_cell.8","1","cell.8",0.047296240081936
72,"1_cell.8","1","cell.8",0.0611656116190967
74,"1_cell.8","1","cell.8",0.0497138414837301
76,"1_cell.8","1","cell.8",0.0460899073285702
78,"1_cell.8","1","cell.8",0.0401470896728736
80,"1_cell.8","1","cell.8",0.0575209467046732
82,"1_cell.8","1","cell.8",0.0432567035624824
84,"1_cell.8","1","cell.8",0.0352314317797602
86,"1_cell.8","1","cell.8",0.029503819148805
88,"1_cell.8","1","cell.8",0.0469097594985128
90,"1_cell.8","1","cell.8",0.0507592640580461
92,"1_cell.8","1","cell.8",0.0422512617381755
94,"1_cell.8","1","cell.8",0.0302856649267638
96,"1_cell.8","1","cell.8",0.0367610656597438
98,"1_cell.8","1","cell.8",0.0297047100778639
100,"1_cell.8","1","cell.8",0.0388326608176308
102,"1_cell.8","1","cell.8",0.0515786226384827
104,"1_cell.8","1","cell.8",0.0337738619676944
106,"1_cell.8","1","cell.8",0.0256908402127369
108,"1_cell.8","1","cell.8",0.0241009884129862
110,"1_cell.8","1","cell.8",0.0352032971779019
112,"1_cell.8","1","cell.8",0.0334811633904663
114,"1_cell.8","1","cell.8",0.0257880773454757
116,"1_cell.8","1","cell.8",0.0434724021767298
118,"1_cell.8","1","cell.8",0.0284613581115263
120,"1_cell.8","1","cell.8",0.0146620762842581
122,"1_cell.8","1","cell.8",0.0243635780303308
124,"1_cell.8","1","cell.8",0.0322466960352421
126,"1_cell.8","1","cell.8",0.0436698379792443
128,"1_cell.8","1","cell.8",0.0287135823492394
130,"1_cell.8","1","cell.8",0.0140357112007796
132,"1_cell.8","1","cell.8",0.0158970372289883
134,"1_cell.8","1","cell.8",0.0171236071521117
136,"1_cell.8","1","cell.8",0.0211868359678672
138,"1_cell.8","1","cell.8",0.0361154505855203
140,"1_cell.8","1","cell.8",0.0241296166043511
142,"1_cell.8","1","cell.8",0.018793420451881
144,"1_cell.8","1","cell.8",0
146,"1_cell.8","1","cell.8",0.0125667888300692
148,"1_cell.8","1","cell.8",0.0204242401806539
150,"1_cell.8","1","cell.8",0.00704352225471664
152,"1_cell.8","1","cell.8",0.109499870432755
154,"1_cell.8","1","cell.8",0.240642159947679
156,"1_cell.8","1","cell.8",0.384990930292822
158,"1_cell.8","1","cell.8",0.447421118227026
160,"1_cell.8","1","cell.8",0.536361011364898
162,"1_cell.8","1","cell.8",0.591826157775886
164,"1_cell.8","1","cell.8",0.603243870235319
166,"1_cell.8","1","cell.8",0.585006725157023
168,"1_cell.8","1","cell.8",0.631852811609225
170,"1_cell.8","1","cell.8",0.63798319327731
172,"1_cell.8","1","cell.8",0.647569195078912
174,"1_cell.8","1","cell.8",0.653360480756179
176,"1_cell.8","1","cell.8",0.662956354347906
178,"1_cell.8","1","cell.8",0.668223941559002
180,"1_cell.8","1","cell.8",0.655900985945038
182,"1_cell.8","1","cell.8",0.652820987425807
184,"1_cell.8","1","cell.8",0.668713582349239
186,"1_cell.8","1","cell.8",0.67073285701946
188,"1_cell.8","1","cell.8",0.669760485692074
190,"1_cell.8","1","cell.8",0.657627562038031
192,"1_cell.8","1","cell.8",0.657258357087328
194,"1_cell.8","1","cell.8",0.664639000974839
196,"1_cell.8","1","cell.8",0.674469823171559
198,"1_cell.8","1","cell.8",0.676318315872604
200,"1_cell.8","1","cell.8",0.680421525438369
202,"1_cell.8","1","cell.8",0.661106380878342
204,"1_cell.8","1","cell.8",0.678280334160095
206,"1_cell.8","1","cell.8",0.670609953232394
208,"1_cell.8","1","cell.8",0.677414578166068
210,"1_cell.8","1","cell.8",0.700319105615814
212,"1_cell.8","1","cell.8",0.686514887893483
214,"1_cell.8","1","cell.8",0.681153518676193
216,"1_cell.8","1","cell.8",0.682107627191845
218,"1_cell.8","1","cell.8",0.67070620318612
220,"1_cell.8","1","cell.8",0.689407815989832
222,"1_cell.8","1","cell.8",0.668137069805895
224,"1_cell.8","1","cell.8",0.676165796715161
226,"1_cell.8","1","cell.8",0.681508903120719
228,"1_cell.8","1","cell.8",0.681510383889238
230,"1_cell.8","1","cell.8",0.693591480645121
232,"1_cell.8","1","cell.8",0.709610434482163
234,"1_cell.8","1","cell.8",0.677020693740051
236,"1_cell.8","1","cell.8",0.69085304606424
238,"1_cell.8","1","cell.8",0.698420266785128
240,"1_cell.8","1","cell.8",0.706029442614049
0,"1_cell.9","1","cell.9",0.933526754140642
2,"1_cell.9","1","cell.9",0.915432449444801
4,"1_cell.9","1","cell.9",0.959162224215109
6,"1_cell.9","1","cell.9",0.975665354246593
8,"1_cell.9","1","cell.9",0.965777007649362
10,"1_cell.9","1","cell.9",0.979037253044706
12,"1_cell.9","1","cell.9",0.984162210519338
14,"1_cell.9","1","cell.9",0.975553048925128
16,"1_cell.9","1","cell.9",0.978519552904297
18,"1_cell.9","1","cell.9",1
20,"1_cell.9","1","cell.9",0.978777033397411
22,"1_cell.9","1","cell.9",0.972145541122648
24,"1_cell.9","1","cell.9",0.98924881983542
26,"1_cell.9","1","cell.9",0.971148489000378
28,"1_cell.9","1","cell.9",0.930561619738564
30,"1_cell.9","1","cell.9",0.943502205840862
32,"1_cell.9","1","cell.9",0.973789033631882
34,"1_cell.9","1","cell.9",0.965010044478385
36,"1_cell.9","1","cell.9",0.93906751522011
38,"1_cell.9","1","cell.9",0.948286960366082
40,"1_cell.9","1","cell.9",0.944274647320203
42,"1_cell.9","1","cell.9",0.904840688053617
44,"1_cell.9","1","cell.9",0.917935488536366
46,"1_cell.9","1","cell.9",0.90252418536185
48,"1_cell.9","1","cell.9",0.685106835230563
50,"1_cell.9","1","cell.9",0.0811069031615863
52,"1_cell.9","1","cell.9",0.0064498863524928
54,"1_cell.9","1","cell.9",0.0489571766113485
56,"1_cell.9","1","cell.9",0.0543618017279678
58,"1_cell.9","1","cell.9",0.0266128002866251
60,"1_cell.9","1","cell.9",0.0429061111077633
62,"1_cell.9","1","cell.9",0.0263164238041263
64,"1_cell.9","1","cell.9",0.0178499721428019
66,"1_cell.9","1","cell.9",0.0232962324029885
68,"1_cell.9","1","cell.9",0.0296173785089248
70,"1_cell.9","1","cell.9",0.026495838403051
72,"1_cell.9","1","cell.9",0.0262065837214258
74,"1_cell.9","1","cell.9",0.0200207518320832
76,"1_cell.9","1","cell.9",0.0224427119598592
78,"1_cell.9","1","cell.9",0.0207532016603657
80,"1_cell.9","1","cell.9",0.0358541586660538
82,"1_cell.9","1","cell.9",0.00889814236041678
84,"1_cell.9","1","cell.9",0.0218472198406796
86,"1_cell.9","1","cell.9",0.0108738942719356
88,"1_cell.9","1","cell.9",0.0202738496785053
90,"1_cell.9","1","cell.9",0.0290035340567257
92,"1_cell.9","1","cell.9",0.0255902740304626
94,"1_cell.9","1","cell.9",0.0130830221197656
96,"1_cell.9","1","cell.9",0.0253818243972079
98,"1_cell.9","1","cell.9",0.0192956977200923
100,"1_cell.9","1","cell.9",0.0316424351957206
102,"1_cell.9","1","cell.9",0.0172895411971528
104,"1_cell.9","1","cell.9",0.0245362475012066
106,"1_cell.9","1","cell.9",0.0160158345024955
108,"1_cell.9","1","cell.9",0.00854150448591285
110,"1_cell.9","1","cell.9",0.0219061116555939
112,"1_cell.9","1","cell.9",0.0180222649408533
114,"1_cell.9","1","cell.9",0.0140891134508358
116,"1_cell.9","1","cell.9",0.0314367247166481
118,"1_cell.9","1","cell.9",0.0254990601962
120,"1_cell.9","1","cell.9",0.00924984975739316
122,"1_cell.9","1","cell.9",0.0149787907291681
124,"1_cell.9","1","cell.9",0.012789384791449
126,"1_cell.9","1","cell.9",0.0255776739212251
128,"1_cell.9","1","cell.9",0.0128726550785835
130,"1_cell.9","1","cell.9",0
132,"1_cell.9","1","cell.9",0.0140066649099558
134,"1_cell.9","1","cell.9",0.00934845930794705
136,"1_cell.9","1","cell.9",0.0272091141520592
138,"1_cell.9","1","cell.9",0.0157999891529494
140,"1_cell.9","1","cell.9",0.0257705103756421
142,"1_cell.9","1","cell.9",0.0103920770513115
144,"1_cell.9","1","cell.9",0.00676844998386638
146,"1_cell.9","1","cell.9",0.0112143711367654
148,"1_cell.9","1","cell.9",0.00839523365259068
150,"1_cell.9","1","cell.9",0.0150393260365917
152,"1_cell.9","1","cell.9",0.100878118047684
154,"1_cell.9","1","cell.9",0.240750287200316
156,"1_cell.9","1","cell.9",0.381311353629735
158,"1_cell.9","1","cell.9",0.498450734394628
160,"1_cell.9","1","cell.9",0.613280734268626
162,"1_cell.9","1","cell.9",0.68036070277931
164,"1_cell.9","1","cell.9",0.706403758996067
166,"1_cell.9","1","cell.9",0.702328993234837
168,"1_cell.9","1","cell.9",0.735149812559679
170,"1_cell.9","1","cell.9",0.762117333312881
172,"1_cell.9","1","cell.9",0.775181181353372
174,"1_cell.9","1","cell.9",0.796343886563955
176,"1_cell.9","1","cell.9",0.80749580498537
178,"1_cell.9","1","cell.9",0.798063253644033
180,"1_cell.9","1","cell.9",0.80352320967513
182,"1_cell.9","1","cell.9",0.808848673235889
184,"1_cell.9","1","cell.9",0.819556300848973
186,"1_cell.9","1","cell.9",0.821411803891899
188,"1_cell.9","1","cell.9",0.847245588729147
190,"1_cell.9","1","cell.9",0.813700810953987
192,"1_cell.9","1","cell.9",0.839578422258148
194,"1_cell.9","1","cell.9",0.835365055295305
196,"1_cell.9","1","cell.9",0.858175361746397
198,"1_cell.9","1","cell.9",0.865401524394085
200,"1_cell.9","1","cell.9",0.853279671476804
202,"1_cell.9","1","cell.9",0.841209040742727
204,"1_cell.9","1","cell.9",0.850612009218897
206,"1_cell.9","1","cell.9",0.832195579991245
208,"1_cell.9","1","cell.9",0.85742072476924
210,"1_cell.9","1","cell.9",0.88067395245157
212,"1_cell.9","1","cell.9",0.859917737721604
214,"1_cell.9","1","cell.9",0.849636322499248
216,"1_cell.9","1","cell.9",0.858566239048176
218,"1_cell.9","1","cell.9",0.84384985928965
220,"1_cell.9","1","cell.9",0.861261018932486
222,"1_cell.9","1","cell.9",0.851634261559641
224,"1_cell.9","1","cell.9",0.86549849045213
226,"1_cell.9","1","cell.9",0.849918729295418
228,"1_cell.9","1","cell.9",0.874513046865284
230,"1_cell.9","1","cell.9",0.880561921045524
232,"1_cell.9","1","cell.9",0.899169543235083
234,"1_cell.9","1","cell.9",0.863992229567416
236,"1_cell.9","1","cell.9",0.888163073900736
238,"1_cell.9","1","cell.9",0.87903429475819
240,"1_cell.9","1","cell.9",0.874058073355644
0,"1_cell.10","1","cell.10",0.969445726650573
2,"1_cell.10","1","cell.10",1
4,"1_cell.10","1","cell.10",0.987505005136
6,"1_cell.10","1","cell.10",0.960437274967159
8,"1_cell.10","1","cell.10",0.995642387536548
10,"1_cell.10","1","cell.10",0.986707355844719
12,"1_cell.10","1","cell.10",0.982346797517407
14,"1_cell.10","1","cell.10",0.986086458385028
16,"1_cell.10","1","cell.10",0.985154885590579
18,"1_cell.10","1","cell.10",0.979276300955797
20,"1_cell.10","1","cell.10",0.981654292905431
22,"1_cell.10","1","cell.10",0.96385719630353
24,"1_cell.10","1","cell.10",0.972784976638167
26,"1_cell.10","1","cell.10",0.980809283187479
28,"1_cell.10","1","cell.10",0.972454813280951
30,"1_cell.10","1","cell.10",0.96546495815627
32,"1_cell.10","1","cell.10",0.968997955343876
34,"1_cell.10","1","cell.10",0.963440243264905
36,"1_cell.10","1","cell.10",0.956412091910046
38,"1_cell.10","1","cell.10",0.952596745001719
40,"1_cell.10","1","cell.10",0.976184956742255
42,"1_cell.10","1","cell.10",0.948730185383213
44,"1_cell.10","1","cell.10",0.957605393378197
46,"1_cell.10","1","cell.10",0.939470655456975
48,"1_cell.10","1","cell.10",0.935285489331781
50,"1_cell.10","1","cell.10",0.0567386975701382
52,"1_cell.10","1","cell.10",0.0340981475728233
54,"1_cell.10","1","cell.10",0.0315390982982649
56,"1_cell.10","1","cell.10",0.0216985533769003
58,"1_cell.10","1","cell.10",0.0147028065244993
60,"1_cell.10","1","cell.10",0.0209033967396539
62,"1_cell.10","1","cell.10",0.0180789931127968
64,"1_cell.10","1","cell.10",0.00993209330593233
66,"1_cell.10","1","cell.10",0.00852057130724053
68,"1_cell.10","1","cell.10",0
70,"1_cell.10","1","cell.10",0.00658038004816252
72,"1_cell.10","1","cell.10",0.00937464522168406
74,"1_cell.10","1","cell.10",0.0156701828950908
76,"1_cell.10","1","cell.10",0.0191048335507608
78,"1_cell.10","1","cell.10",0.0149547911869723
80,"1_cell.10","1","cell.10",0.0177422582131251
82,"1_cell.10","1","cell.10",0.0138423876725115
84,"1_cell.10","1","cell.10",0.0149765452585526
86,"1_cell.10","1","cell.10",0.0208215923663148
88,"1_cell.10","1","cell.10",0.0267266897758356
90,"1_cell.10","1","cell.10",0.0164055158354911
92,"1_cell.10","1","cell.10",0.0149264655729354
94,"1_cell.10","1","cell.10",0.0236212960577317
96,"1_cell.10","1","cell.10",0.015243259240325
98,"1_cell.10","1","cell.10",0.0191118583030418
100,"1_cell.10","1","cell.10",0.0135387370900348
102,"1_cell.10","1","cell.10",0.0117306564948252
104,"1_cell.10","1","cell.10",0.00912084771991258
106,"1_cell.10","1","cell.10",0.013310772548265
108,"1_cell.10","1","cell.10",0.012957042280171
110,"1_cell.10","1","cell.10",0.00685661143625132
112,"1_cell.10","1","cell.10",0.0173776509092408
114,"1_cell.10","1","cell.10",0.0131464839868506
116,"1_cell.10","1","cell.10",0.015780539487379
118,"1_cell.10","1","cell.10",0.0112529733397054
120,"1_cell.10","1","cell.10",0.0121709498394165
122,"1_cell.10","1","cell.10",0.0129051497552554
124,"1_cell.10","1","cell.10",0.0226718214752114
126,"1_cell.10","1","cell.10",0.0115910678688509
128,"1_cell.10","1","cell.10",0.0108253698702028
130,"1_cell.10","1","cell.10",0.00951332742800916
132,"1_cell.10","1","cell.10",0.0140109817272595
134,"1_cell.10","1","cell.10",0.0114485333790168
136,"1_cell.10","1","cell.10",0.00337618658829747
138,"1_cell.10","1","cell.10",0.00632680915130346
140,"1_cell.10","1","cell.10",0.0176371135338197
142,"1_cell.10","1","cell.10",0.0129230515433266
144,"1_cell.10","1","cell.10",0.00496378060384314
146,"1_cell.10","1","cell.10",0.00807733209878971
148,"1_cell.10","1","cell.10",0.0217198542386562
150,"1_cell.10","1","cell.10",0.0742359958730712
152,"1_cell.10","1","cell.10",0.329836366326782
154,"1_cell.10","1","cell.10",0.467406622347278
156,"1_cell.10","1","cell.10",0.59660994519107
158,"1_cell.10","1","cell.10",0.668821905987513
160,"1_cell.10","1","cell.10",0.691586862081679
162,"1_cell.10","1","cell.10",0.689724396307518
164,"1_cell.10","1","cell.10",0.698960812532702
166,"1_cell.10","1","cell.10",0.702901018747704
168,"1_cell.10","1","cell.10",0.700671453015624
170,"1_cell.10","1","cell.10",0.718311285808391
172,"1_cell.10","1","cell.10",0.727415138159882
174,"1_cell.10","1","cell.10",0.726105814976636
176,"1_cell.10","1","cell.10",0.723539740949796
178,"1_cell.10","1","cell.10",0.738820616605563
180,"1_cell.10","1","cell.10",0.749655503882082
182,"1_cell.10","1","cell.10",0.749911794037889
184,"1_cell.10","1","cell.10",0.740138324170564
186,"1_cell.10","1","cell.10",0.759594621940296
188,"1_cell.10","1","cell.10",0.750683836974081
190,"1_cell.10","1","cell.10",0.763545705191088
192,"1_cell.10","1","cell.10",0.75677724306572
194,"1_cell.10","1","cell.10",0.764840525659947
196,"1_cell.10","1","cell.10",0.78275228434747
198,"1_cell.10","1","cell.10",0.768372843032817
200,"1_cell.10","1","cell.10",0.774018024607934
202,"1_cell.10","1","cell.10",0.764052620379894
204,"1_cell.10","1","cell.10",0.76665880347621
206,"1_cell.10","1","cell.10",0.769780965957824
208,"1_cell.10","1","cell.10",0.772279511720799
210,"1_cell.10","1","cell.10",0.770052665247667
212,"1_cell.10","1","cell.10",0.784194851219146
214,"1_cell.10","1","cell.10",0.781350732964919
216,"1_cell.10","1","cell.10",0.792729925240773
218,"1_cell.10","1","cell.10",0.664066148693158
220,"1_cell.10","1","cell.10",0.772706435375565
222,"1_cell.10","1","cell.10",0.783657570972092
224,"1_cell.10","1","cell.10",0.780974568810508
226,"1_cell.10","1","cell.10",0.795870216115371
228,"1_cell.10","1","cell.10",0.78300993413275
230,"1_cell.10","1","cell.10",0.778576862233504
232,"1_cell.10","1","cell.10",0.775341623900655
234,"1_cell.10","1","cell.10",0.78207133658602
236,"1_cell.10","1","cell.10",0.780621971566975
238,"1_cell.10","1","cell.10",0.790893972241351
240,"1_cell.10","1","cell.10",0.794683712794589
0,"1_cell.11","1","cell.11",0.964735986671869
2,"1_cell.11","1","cell.11",1
4,"1_cell.11","1","cell.11",0.977465958237352
6,"1_cell.11","1","cell.11",0.983434520423195
8,"1_cell.11","1","cell.11",0.993741799909412
10,"1_cell.11","1","cell.11",0.98986932250529
12,"1_cell.11","1","cell.11",0.986123445323996
14,"1_cell.11","1","cell.11",0.989560800953863
16,"1_cell.11","1","cell.11",0.991116707053733
18,"1_cell.11","1","cell.11",0.973377249780378
20,"1_cell.11","1","cell.11",0.988848009783324
22,"1_cell.11","1","cell.11",0.980476968999169
24,"1_cell.11","1","cell.11",0.980447180711445
26,"1_cell.11","1","cell.11",0.988483635192415
28,"1_cell.11","1","cell.11",0.996507855198069
