"Time","unique_id","id","Sample","Value"
30,"1_cell.11","1","cell.11",0.993276357913724
32,"1_cell.11","1","cell.11",0.977073657126701
34,"1_cell.11","1","cell.11",0.9719146980465
36,"1_cell.11","1","cell.11",0.984207686069746
38,"1_cell.11","1","cell.11",0.978173962004507
40,"1_cell.11","1","cell.11",0.991970460657252
42,"1_cell.11","1","cell.11",0.985104792270577
44,"1_cell.11","1","cell.11",0.982814817651794
46,"1_cell.11","1","cell.11",0.982440868254116
48,"1_cell.11","1","cell.11",0.943375656638918
50,"1_cell.11","1","cell.11",0.0969967820670253
52,"1_cell.11","1","cell.11",0.0405841483222677
54,"1_cell.11","1","cell.11",0.0340958869023825
56,"1_cell.11","1","cell.11",0.0281563151036991
58,"1_cell.11","1","cell.11",0.0213012853912121
60,"1_cell.11","1","cell.11",0.0249157749462947
62,"1_cell.11","1","cell.11",0.0222396164545181
64,"1_cell.11","1","cell.11",0.0198456487955558
66,"1_cell.11","1","cell.11",0.0165516493003608
68,"1_cell.11","1","cell.11",0.0152353793365564
70,"1_cell.11","1","cell.11",0.0157266201171479
72,"1_cell.11","1","cell.11",0.0121711752038038
74,"1_cell.11","1","cell.11",0.0228236796673924
76,"1_cell.11","1","cell.11",0.0302013342493231
78,"1_cell.11","1","cell.11",0.0220731212034895
80,"1_cell.11","1","cell.11",0.0289770888172374
82,"1_cell.11","1","cell.11",0.016254564323685
84,"1_cell.11","1","cell.11",0.0305114516018784
86,"1_cell.11","1","cell.11",0.0297781809835294
88,"1_cell.11","1","cell.11",0.0347076106681433
90,"1_cell.11","1","cell.11",0.0295885466161436
92,"1_cell.11","1","cell.11",0.0222031789954271
94,"1_cell.11","1","cell.11",0.030482993148428
96,"1_cell.11","1","cell.11",0.0155566672970082
98,"1_cell.11","1","cell.11",0.0241947388032608
100,"1_cell.11","1","cell.11",0.0129206698002882
102,"1_cell.11","1","cell.11",0.00844364973548259
104,"1_cell.11","1","cell.11",0.00711727303120033
106,"1_cell.11","1","cell.11",0.00723616021524171
108,"1_cell.11","1","cell.11",0.000870509515363257
110,"1_cell.11","1","cell.11",0.00592919909135081
112,"1_cell.11","1","cell.11",0.0180634049023543
114,"1_cell.11","1","cell.11",0.0208956859378272
116,"1_cell.11","1","cell.11",0.0144845549057987
118,"1_cell.11","1","cell.11",0.0193770151976122
120,"1_cell.11","1","cell.11",0.0125086871423908
122,"1_cell.11","1","cell.11",0.010504094958678
124,"1_cell.11","1","cell.11",0.025654630868592
126,"1_cell.11","1","cell.11",0.0092056447741371
128,"1_cell.11","1","cell.11",0.00939155560555735
130,"1_cell.11","1","cell.11",0.00884180211693659
132,"1_cell.11","1","cell.11",0.0108636821462036
134,"1_cell.11","1","cell.11",0.00767819712771762
136,"1_cell.11","1","cell.11",0.00379880458537509
138,"1_cell.11","1","cell.11",0.00270647871320997
140,"1_cell.11","1","cell.11",0.017384125555505
142,"1_cell.11","1","cell.11",0.0162215844337048
144,"1_cell.11","1","cell.11",0.00274025650375409
146,"1_cell.11","1","cell.11",0
148,"1_cell.11","1","cell.11",0.023526630064308
150,"1_cell.11","1","cell.11",0.0922322518323122
152,"1_cell.11","1","cell.11",0.320502028396217
154,"1_cell.11","1","cell.11",0.475234363343171
156,"1_cell.11","1","cell.11",0.599141405799726
158,"1_cell.11","1","cell.11",0.671979886522582
160,"1_cell.11","1","cell.11",0.703563982449379
162,"1_cell.11","1","cell.11",0.699155049899371
164,"1_cell.11","1","cell.11",0.724510734023304
166,"1_cell.11","1","cell.11",0.715462009693428
168,"1_cell.11","1","cell.11",0.726208666423573
170,"1_cell.11","1","cell.11",0.73404032642644
172,"1_cell.11","1","cell.11",0.736161944026211
174,"1_cell.11","1","cell.11",0.751742282373286
176,"1_cell.11","1","cell.11",0.750668574180948
178,"1_cell.11","1","cell.11",0.759035093528574
180,"1_cell.11","1","cell.11",0.755088677338852
182,"1_cell.11","1","cell.11",0.770458635903876
184,"1_cell.11","1","cell.11",0.745222104930839
186,"1_cell.11","1","cell.11",0.773992271535137
188,"1_cell.11","1","cell.11",0.757778666107072
190,"1_cell.11","1","cell.11",0.790372106247375
192,"1_cell.11","1","cell.11",0.772490090739911
194,"1_cell.11","1","cell.11",0.785086280977492
196,"1_cell.11","1","cell.11",0.799493173561724
198,"1_cell.11","1","cell.11",0.783291004708411
200,"1_cell.11","1","cell.11",0.777132542188327
202,"1_cell.11","1","cell.11",0.781692809878647
204,"1_cell.11","1","cell.11",0.78493893534
206,"1_cell.11","1","cell.11",0.771800704652584
208,"1_cell.11","1","cell.11",0.801544043978151
210,"1_cell.11","1","cell.11",0.77529710492419
212,"1_cell.11","1","cell.11",0.798363080396195
214,"1_cell.11","1","cell.11",0.794955513054052
216,"1_cell.11","1","cell.11",0.799503014335347
218,"1_cell.11","1","cell.11",0.583654155851789
220,"1_cell.11","1","cell.11",0.781932977948422
222,"1_cell.11","1","cell.11",0.79295038893663
224,"1_cell.11","1","cell.11",0.798034611330667
226,"1_cell.11","1","cell.11",0.817569876806812
228,"1_cell.11","1","cell.11",0.812626616845755
230,"1_cell.11","1","cell.11",0.817067465418325
232,"1_cell.11","1","cell.11",0.781795473084553
234,"1_cell.11","1","cell.11",0.805278750551549
236,"1_cell.11","1","cell.11",0.801483935468994
238,"1_cell.11","1","cell.11",0.814238641951962
240,"1_cell.11","1","cell.11",0.808644827064361
