,id,Time,Sample,Value
2256,Rac1,9.833333,Cell_13,0.9935571
2257,Rac1,10,Cell_13,0.988368
2258,Cdc42,0,Cell_13,1.011188
2259,Cdc42,0.1666667,Cell_13,0.9894263
2260,Cdc42,0.3333333,Cell_13,0.9921575
2261,Cdc42,0.5,Cell_13,1.010215
2262,Cdc42,0.6666667,Cell_13,0.9974161
2263,Cdc42,0.8333333,Cell_13,1.007035
2264,Cdc42,1,Cell_13,1.001225
2265,Cdc42,1.166667,Cell_13,1.007878
2266,Cdc42,1.333333,Cell_13,1.016964
2267,Cdc42,1.5,Cell_13,0.9932653
2268,Cdc42,1.666667,Cell_13,1.00894
2269,Cdc42,1.833333,Cell_13,1.003481
2270,Cdc42,2,Cell_13,1.026766
2271,Cdc42,2.166667,Cell_13,1.114249
2272,Cdc42,2.333333,Cell_13,1.136723
2273,Cdc42,2.5,Cell_13,1.14192
2274,Cdc42,2.666667,Cell_13,1.113705
2275,Cdc42,2.833333,Cell_13,1.113164
2276,Cdc42,3,Cell_13,1.114279
2277,Cdc42,3.166667,Cell_13,1.104354
2278,Cdc42,3.333333,Cell_13,1.08335
2279,Cdc42,3.5,Cell_13,1.07753
2280,Cdc42,3.666667,Cell_13,1.055141
2281,Cdc42,3.833333,Cell_13,1.04163
2282,Cdc42,4,Cell_13,1.030984
2283,Cdc42,4.166667,Cell_13,1.028319
2284,Cdc42,4.333334,Cell_13,1.025432
2285,Cdc42,4.5,Cell_13,1.040496
2286,Cdc42,4.666667,Cell_13,1.026939
2287,Cdc42,4.833334,Cell_13,1.018529
2288,Cdc42,5,Cell_13,1.022911
2289,Cdc42,5.166667,Cell_13,1.023772
2290,Cdc42,5.333334,Cell_13,1.02352
2291,Cdc42,5.5,Cell_13,1.025277
2292,Cdc42,5.666667,Cell_13,1.026161
2293,Cdc42,5.833334,Cell_13,1.018325
2294,Cdc42,6,Cell_13,1.009138
2295,Cdc42,6.166667,Cell_13,1.014145
2296,Cdc42,6.333334,Cell_13,1.008507
2297,Cdc42,6.5,Cell_13,1.004712
2298,Cdc42,6.666667,Cell_13,1.020126
2299,Cdc42,6.833334,Cell_13,1.005935
2300,Cdc42,7,Cell_13,1.0132
2301,Cdc42,7.166667,Cell_13,1.018229
2302,Cdc42,7.333334,Cell_13,1.022473
2303,Cdc42,7.5,Cell_13,1.012251
2304,Cdc42,7.666667,Cell_13,1.011973
2305,Cdc42,7.833334,Cell_13,1.010418
2306,Cdc42,8,Cell_13,0.9993532
2307,Cdc42,8.166667,Cell_13,0.997826
2308,Cdc42,8.333333,Cell_13,0.9993376
2309,Cdc42,8.5,Cell_13,0.9934787
2310,Cdc42,8.666667,Cell_13,0.9923983
2311,Cdc42,8.833333,Cell_13,1.002233
2312,Cdc42,9,Cell_13,0.9940576
2313,Cdc42,9.166667,Cell_13,0.9948511
2314,Cdc42,9.333333,Cell_13,0.9866572
2315,Cdc42,9.5,Cell_13,0.9924256
2316,Cdc42,9.666667,Cell_13,0.9835647
2317,Cdc42,9.833333,Cell_13,0.9909923
2318,Cdc42,10,Cell_13,0.9811584
2319,Rac1,0,Cell_14,0.9941667
2320,Rac1,0.1666667,Cell_14,1.002442
2321,Rac1,0.3333333,Cell_14,1.00968
2322,Rac1,0.5,Cell_14,1.00078
2323,Rac1,0.6666667,Cell_14,0.9930816
2324,Rac1,0.8333333,Cell_14,1.011719
2325,Rac1,1,Cell_14,0.999292
2326,Rac1,1.166667,Cell_14,1.000038
2327,Rac1,1.333333,Cell_14,1.039818
2328,Rac1,1.5,Cell_14,1.009897
2329,Rac1,1.666667,Cell_14,0.9929111
2330,Rac1,1.833333,Cell_14,1.020814
2331,Rac1,2,Cell_14,0.9708831
2332,Rac1,2.166667,Cell_14,0.992675
2333,Rac1,2.333333,Cell_14,0.9831765
2334,Rac1,2.5,Cell_14,0.968896
2335,Rac1,2.666667,Cell_14,0.9679053
2336,Rac1,2.833333,Cell_14,0.9586019
2337,Rac1,3,Cell_14,1.018028
2338,Rac1,3.166667,Cell_14,0.9856445
2339,Rac1,3.333333,Cell_14,0.9954984
2340,Rac1,3.5,Cell_14,0.9953203
2341,Rac1,3.666667,Cell_14,1.007817
2342,Rac1,3.833333,Cell_14,1.014729
2343,Rac1,4,Cell_14,1.016838
2344,Rac1,4.166667,Cell_14,1.033914
2345,Rac1,4.333334,Cell_14,1.039589
2346,Rac1,4.5,Cell_14,1.030807
2347,Rac1,4.666667,Cell_14,1.042704
2348,Rac1,4.833334,Cell_14,1.053467
2349,Rac1,5,Cell_14,1.038854
2350,Rac1,5.166667,Cell_14,1.023254
2351,Rac1,5.333334,Cell_14,1.030823
2352,Rac1,5.5,Cell_14,1.042453
2353,Rac1,5.666667,Cell_14,1.069888
2354,Rac1,5.833334,Cell_14,1.039712
2355,Rac1,6,Cell_14,1.050889
2356,Rac1,6.166667,Cell_14,1.035712
2357,Rac1,6.333334,Cell_14,1.014457
2358,Rac1,6.5,Cell_14,1.035128
2359,Rac1,6.666667,Cell_14,1.030564
2360,Rac1,6.833334,Cell_14,1.014097
2361,Rac1,7,Cell_14,1.013315
2362,Rac1,7.166667,Cell_14,0.99015
2363,Rac1,7.333334,Cell_14,1.008463
2364,Rac1,7.5,Cell_14,1.0087
2365,Rac1,7.666667,Cell_14,1.005896
2366,Rac1,7.833334,Cell_14,1.025757
2367,Rac1,8,Cell_14,1.006372
2368,Rac1,8.166667,Cell_14,1.02409
2369,Rac1,8.333333,Cell_14,0.9964969
2370,Rac1,8.5,Cell_14,0.9787669
2371,Rac1,8.666667,Cell_14,0.9982829
2372,Rac1,8.833333,Cell_14,0.9685599
2373,Rac1,9,Cell_14,0.9840813
2374,Rac1,9.166667,Cell_14,0.9794856
2375,Rac1,9.333333,Cell_14,0.9896092
2376,Rac1,9.5,Cell_14,0.9786805
2377,Rac1,9.666667,Cell_14,0.9800572
2378,Rac1,9.833333,Cell_14,0.9809083
2379,Rac1,10,Cell_14,0.9813039
2380,Cdc42,0,Cell_14,1.014723
2381,Cdc42,0.1666667,Cell_14,1.004496
2382,Cdc42,0.3333333,Cell_14,1.007361
2383,Cdc42,0.5,Cell_14,0.9910634
2384,Cdc42,0.6666667,Cell_14,0.9829283
2385,Cdc42,0.8333333,Cell_14,0.9790479
2386,Cdc42,1,Cell_14,0.9800358
2387,Cdc42,1.166667,Cell_14,0.9917637
2388,Cdc42,1.333333,Cell_14,0.9874356
2389,Cdc42,1.5,Cell_14,0.9907459
2390,Cdc42,1.666667,Cell_14,0.9929791
2391,Cdc42,1.833333,Cell_14,0.9936553
2392,Cdc42,2,Cell_14,1.034135
2393,Cdc42,2.166667,Cell_14,1.112273
2394,Cdc42,2.333333,Cell_14,1.136349
2395,Cdc42,2.5,Cell_14,1.142235
2396,Cdc42,2.666667,Cell_14,1.135846
2397,Cdc42,2.833333,Cell_14,1.108033
2398,Cdc42,3,Cell_14,1.111103
2399,Cdc42,3.166667,Cell_14,1.109565
2400,Cdc42,3.333333,Cell_14,1.10018
2401,Cdc42,3.5,Cell_14,1.107061
2402,Cdc42,3.666667,Cell_14,1.114163
2403,Cdc42,3.833333,Cell_14,1.128539
2404,Cdc42,4,Cell_14,1.139396
2405,Cdc42,4.166667,Cell_14,1.138944
2406,Cdc42,4.333334,Cell_14,1.134588
2407,Cdc42,4.5,Cell_14,1.140736
2408,Cdc42,4.666667,Cell_14,1.136992
2409,Cdc42,4.833334,Cell_14,1.134184
2410,Cdc42,5,Cell_14,1.122094
2411,Cdc42,5.166667,Cell_14,1.110384
2412,Cdc42,5.333334,Cell_14,1.099404
2413,Cdc42,5.5,Cell_14,1.078354
2414,Cdc42,5.666667,Cell_14,1.067077
2415,Cdc42,5.833334,Cell_14,1.04906
2416,Cdc42,6,Cell_14,1.040469
2417,Cdc42,6.166667,Cell_14,1.030615
2418,Cdc42,6.333334,Cell_14,1.023351
2419,Cdc42,6.5,Cell_14,1.025423
2420,Cdc42,6.666667,Cell_14,1.022075
2421,Cdc42,6.833334,Cell_14,1.023361
2422,Cdc42,7,Cell_14,1.017306
2423,Cdc42,7.166667,Cell_14,1.023647
2424,Cdc42,7.333334,Cell_14,1.032639
2425,Cdc42,7.5,Cell_14,1.029995
2426,Cdc42,7.666667,Cell_14,1.031534
2427,Cdc42,7.833334,Cell_14,1.027308
2428,Cdc42,8,Cell_14,1.035282
2429,Cdc42,8.166667,Cell_14,1.040508
2430,Cdc42,8.333333,Cell_14,1.043623
2431,Cdc42,8.5,Cell_14,1.038742
2432,Cdc42,8.666667,Cell_14,1.032914
2433,Cdc42,8.833333,Cell_14,1.033378
2434,Cdc42,9,Cell_14,1.036913
2435,Cdc42,9.166667,Cell_14,1.037118
2436,Cdc42,9.333333,Cell_14,1.028248
2437,Cdc42,9.5,Cell_14,1.040335
2438,Cdc42,9.666667,Cell_14,1.034287
2439,Cdc42,9.833333,Cell_14,1.035546
2440,Cdc42,10,Cell_14,1.033909
2441,Rac1,0,Cell_15,0.9931722
2442,Rac1,0.1666667,Cell_15,0.9980425
2443,Rac1,0.3333333,Cell_15,1.007445
2444,Rac1,0.5,Cell_15,0.9995486
2445,Rac1,0.6666667,Cell_15,1.001804
2446,Rac1,0.8333333,Cell_15,1.008219
2447,Rac1,1,Cell_15,1.002679
2448,Rac1,1.166667,Cell_15,1.008949
2449,Rac1,1.333333,Cell_15,1.013318
2450,Rac1,1.5,Cell_15,1.016488
2451,Rac1,1.666667,Cell_15,1.014078
2452,Rac1,1.833333,Cell_15,1.016233
2453,Rac1,2,Cell_15,0.9961488
2454,Rac1,2.166667,Cell_15,0.999777
2455,Rac1,2.333333,Cell_15,0.9993157
2456,Rac1,2.5,Cell_15,1.009757
2457,Rac1,2.666667,Cell_15,1.01114
2458,Rac1,2.833333,Cell_15,1.018148
2459,Rac1,3,Cell_15,1.033586
2460,Rac1,3.166667,Cell_15,1.043254
2461,Rac1,3.333333,Cell_15,1.050349
2462,Rac1,3.5,Cell_15,1.055089
2463,Rac1,3.666667,Cell_15,1.065211
2464,Rac1,3.833333,Cell_15,1.069035
2465,Rac1,4,Cell_15,1.05952
2466,Rac1,4.166667,Cell_15,1.069262
2467,Rac1,4.333334,Cell_15,1.071347
2468,Rac1,4.5,Cell_15,1.077119
2469,Rac1,4.666667,Cell_15,1.081875
2470,Rac1,4.833334,Cell_15,1.091117
2471,Rac1,5,Cell_15,1.091282
2472,Rac1,5.166667,Cell_15,1.097049
2473,Rac1,5.333334,Cell_15,1.09694
2474,Rac1,5.5,Cell_15,1.098503
2475,Rac1,5.666667,Cell_15,1.099608
2476,Rac1,5.833334,Cell_15,1.099296
2477,Rac1,6,Cell_15,1.093944
2478,Rac1,6.166667,Cell_15,1.093944
2479,Rac1,6.333334,Cell_15,1.077005
2480,Rac1,6.5,Cell_15,1.076146
2481,Rac1,6.666667,Cell_15,1.082218
2482,Rac1,6.833334,Cell_15,1.083123
2483,Rac1,7,Cell_15,1.078986
2484,Rac1,7.166667,Cell_15,1.084459
2485,Rac1,7.333334,Cell_15,1.082508
2486,Rac1,7.5,Cell_15,1.085578
2487,Rac1,7.666667,Cell_15,1.074181
2488,Rac1,7.833334,Cell_15,1.076129
2489,Rac1,8,Cell_15,1.070177
2490,Rac1,8.166667,Cell_15,1.070062
2491,Rac1,8.333333,Cell_15,1.060496
2492,Rac1,8.5,Cell_15,1.059153
2493,Rac1,8.666667,Cell_15,1.049371
2494,Rac1,8.833333,Cell_15,1.043688
2495,Rac1,9,Cell_15,1.041717
2496,Rac1,9.166667,Cell_15,1.045371
2497,Rac1,9.333333,Cell_15,1.03743
2498,Rac1,9.5,Cell_15,1.031171
2499,Rac1,9.666667,Cell_15,1.033127
2500,Rac1,9.833333,Cell_15,1.034437
2501,Rac1,10,Cell_15,1.025919
2502,Cdc42,0,Cell_15,1.008939
2503,Cdc42,0.1666667,Cell_15,1.002604
2504,Cdc42,0.3333333,Cell_15,1.002989
2505,Cdc42,0.5,Cell_15,0.994302
2506,Cdc42,0.6666667,Cell_15,0.9912844
2507,Cdc42,0.8333333,Cell_15,0.9861535
2508,Cdc42,1,Cell_15,0.9840785
2509,Cdc42,1.166667,Cell_15,0.9964815
2510,Cdc42,1.333333,Cell_15,0.9934517
2511,Cdc42,1.5,Cell_15,0.9950312
2512,Cdc42,1.666667,Cell_15,0.9978522
2513,Cdc42,1.833333,Cell_15,0.9996405
2514,Cdc42,2,Cell_15,1.027137
2515,Cdc42,2.166667,Cell_15,1.08802
2516,Cdc42,2.333333,Cell_15,1.108829
2517,Cdc42,2.5,Cell_15,1.118407
2518,Cdc42,2.666667,Cell_15,1.121253
2519,Cdc42,2.833333,Cell_15,1.10534
2520,Cdc42,3,Cell_15,1.111424
2521,Cdc42,3.166667,Cell_15,1.11548
2522,Cdc42,3.333333,Cell_15,1.115719
2523,Cdc42,3.5,Cell_15,1.134287
2524,Cdc42,3.666667,Cell_15,1.144823
2525,Cdc42,3.833333,Cell_15,1.15918
2526,Cdc42,4,Cell_15,1.163398
2527,Cdc42,4.166667,Cell_15,1.162916
2528,Cdc42,4.333334,Cell_15,1.159031
2529,Cdc42,4.5,Cell_15,1.160103
2530,Cdc42,4.666667,Cell_15,1.147777
2531,Cdc42,4.833334,Cell_15,1.137607
2532,Cdc42,5,Cell_15,1.122251
2533,Cdc42,5.166667,Cell_15,1.110892
2534,Cdc42,5.333334,Cell_15,1.095434
2535,Cdc42,5.5,Cell_15,1.074875
2536,Cdc42,5.666667,Cell_15,1.067711
2537,Cdc42,5.833334,Cell_15,1.048886
2538,Cdc42,6,Cell_15,1.042291
2539,Cdc42,6.166667,Cell_15,1.039448
2540,Cdc42,6.333334,Cell_15,1.034683
2541,Cdc42,6.5,Cell_15,1.036783
2542,Cdc42,6.666667,Cell_15,1.036738
2543,Cdc42,6.833334,Cell_15,1.042633
2544,Cdc42,7,Cell_15,1.03675
2545,Cdc42,7.166667,Cell_15,1.043608
2546,Cdc42,7.333334,Cell_15,1.04925
2547,Cdc42,7.5,Cell_15,1.05258
2548,Cdc42,7.666667,Cell_15,1.056768
2549,Cdc42,7.833334,Cell_15,1.058151
2550,Cdc42,8,Cell_15,1.062698
2551,Cdc42,8.166667,Cell_15,1.069109
2552,Cdc42,8.333333,Cell_15,1.077277
2553,Cdc42,8.5,Cell_15,1.070375
2554,Cdc42,8.666667,Cell_15,1.072254
2555,Cdc42,8.833333,Cell_15,1.079092
2556,Cdc42,9,Cell_15,1.083217
2557,Cdc42,9.166667,Cell_15,1.08849
2558,Cdc42,9.333333,Cell_15,1.081542
2559,Cdc42,9.5,Cell_15,1.092607
2560,Cdc42,9.666667,Cell_15,1.089048
2561,Cdc42,9.833333,Cell_15,1.091829
2562,Cdc42,10,Cell_15,1.094858
2563,Rac1,0,Cell_16,0.9918481
2564,Rac1,0.1666667,Cell_16,0.9974822
2565,Rac1,0.3333333,Cell_16,1.007369
2566,Rac1,0.5,Cell_16,1.001886
2567,Rac1,0.6666667,Cell_16,1.00143
2568,Rac1,0.8333333,Cell_16,1.009275
2569,Rac1,1,Cell_16,1.00037
2570,Rac1,1.166667,Cell_16,1.007345
2571,Rac1,1.333333,Cell_16,1.008127
2572,Rac1,1.5,Cell_16,1.007902
2573,Rac1,1.666667,Cell_16,1.006918
2574,Rac1,1.833333,Cell_16,1.00884
2575,Rac1,2,Cell_16,0.9825976
2576,Rac1,2.166667,Cell_16,0.9877548
2577,Rac1,2.333333,Cell_16,0.9907157
2578,Rac1,2.5,Cell_16,1.004791
2579,Rac1,2.666667,Cell_16,1.008469
2580,Rac1,2.833333,Cell_16,1.018157
2581,Rac1,3,Cell_16,1.030037
2582,Rac1,3.166667,Cell_16,1.033786
2583,Rac1,3.333333,Cell_16,1.031323
2584,Rac1,3.5,Cell_16,1.03415
2585,Rac1,3.666667,Cell_16,1.039928
2586,Rac1,3.833333,Cell_16,1.038084
2587,Rac1,4,Cell_16,1.028248
2588,Rac1,4.166667,Cell_16,1.033243
2589,Rac1,4.333334,Cell_16,1.032475
2590,Rac1,4.5,Cell_16,1.034114
2591,Rac1,4.666667,Cell_16,1.037521
2592,Rac1,4.833334,Cell_16,1.042688
2593,Rac1,5,Cell_16,1.037609
2594,Rac1,5.166667,Cell_16,1.035706
2595,Rac1,5.333334,Cell_16,1.038702
2596,Rac1,5.5,Cell_16,1.036326
2597,Rac1,5.666667,Cell_16,1.037955
2598,Rac1,5.833334,Cell_16,1.036777
2599,Rac1,6,Cell_16,1.034163
2600,Rac1,6.166667,Cell_16,1.034163
2601,Rac1,6.333334,Cell_16,1.024077
2602,Rac1,6.5,Cell_16,1.021442
2603,Rac1,6.666667,Cell_16,1.026126
2604,Rac1,6.833334,Cell_16,1.025065
2605,Rac1,7,Cell_16,1.019289
2606,Rac1,7.166667,Cell_16,1.020032
2607,Rac1,7.333334,Cell_16,1.009993
2608,Rac1,7.5,Cell_16,1.013249
2609,Rac1,7.666667,Cell_16,1.002037
2610,Rac1,7.833334,Cell_16,1.006183
2611,Rac1,8,Cell_16,1.003181
2612,Rac1,8.166667,Cell_16,1.000594
2613,Rac1,8.333333,Cell_16,0.9981563
2614,Rac1,8.5,Cell_16,0.9999625
2615,Rac1,8.666667,Cell_16,0.9889069
2616,Rac1,8.833333,Cell_16,0.9864109
2617,Rac1,9,Cell_16,0.9865042
2618,Rac1,9.166667,Cell_16,0.9901435
2619,Rac1,9.333333,Cell_16,0.9812982
2620,Rac1,9.5,Cell_16,0.9796693
2621,Rac1,9.666667,Cell_16,0.9789429
2622,Rac1,9.833333,Cell_16,0.9854955
2623,Rac1,10,Cell_16,0.9762689
2624,Cdc42,0,Cell_16,1.003241
2625,Cdc42,0.1666667,Cell_16,0.9978889
2626,Cdc42,0.3333333,Cell_16,1.000964
2627,Cdc42,0.5,Cell_16,0.9942904
2628,Cdc42,0.6666667,Cell_16,1.003713
2629,Cdc42,0.8333333,Cell_16,1.00596
2630,Cdc42,1,Cell_16,1.003667
2631,Cdc42,1.166667,Cell_16,1.002034
2632,Cdc42,1.333333,Cell_16,1.003389
2633,Cdc42,1.5,Cell_16,0.996653
2634,Cdc42,1.666667,Cell_16,0.995156
2635,Cdc42,1.833333,Cell_16,1.003302
2636,Cdc42,2,Cell_16,0.9999792
2637,Cdc42,2.166667,Cell_16,1.009683
2638,Cdc42,2.333333,Cell_16,1.012091
2639,Cdc42,2.5,Cell_16,1.01384
2640,Cdc42,2.666667,Cell_16,1.023433
2641,Cdc42,2.833333,Cell_16,1.034367
2642,Cdc42,3,Cell_16,1.058126
2643,Cdc42,3.166667,Cell_16,1.047686
2644,Cdc42,3.333333,Cell_16,1.040278
2645,Cdc42,3.5,Cell_16,1.034726
2646,Cdc42,3.666667,Cell_16,1.027079
2647,Cdc42,3.833333,Cell_16,1.033196
2648,Cdc42,4,Cell_16,1.032091
2649,Cdc42,4.166667,Cell_16,1.033178
2650,Cdc42,4.333334,Cell_16,1.033286
2651,Cdc42,4.5,Cell_16,1.045068
2652,Cdc42,4.666667,Cell_16,1.059224
2653,Cdc42,4.833334,Cell_16,1.06501
2654,Cdc42,5,Cell_16,1.058267
2655,Cdc42,5.166667,Cell_16,1.061532
2656,Cdc42,5.333334,Cell_16,1.055355
2657,Cdc42,5.5,Cell_16,1.070885
2658,Cdc42,5.666667,Cell_16,1.067197
2659,Cdc42,5.833334,Cell_16,1.068789
2660,Cdc42,6,Cell_16,1.072398
2661,Cdc42,6.166667,Cell_16,1.066535
2662,Cdc42,6.333334,Cell_16,1.065855
2663,Cdc42,6.5,Cell_16,1.055787
2664,Cdc42,6.666667,Cell_16,1.054265
2665,Cdc42,6.833334,Cell_16,1.058143
2666,Cdc42,7,Cell_16,1.063335
2667,Cdc42,7.166667,Cell_16,1.06441
2668,Cdc42,7.333334,Cell_16,1.053747
2669,Cdc42,7.5,Cell_16,1.044373
2670,Cdc42,7.666667,Cell_16,1.043538
2671,Cdc42,7.833334,Cell_16,1.040307
2672,Cdc42,8,Cell_16,1.043201
2673,Cdc42,8.166667,Cell_16,1.040359
2674,Cdc42,8.333333,Cell_16,1.041269
2675,Cdc42,8.5,Cell_16,1.047281
2676,Cdc42,8.666667,Cell_16,1.048513
2677,Cdc42,8.833333,Cell_16,1.039596
2678,Cdc42,9,Cell_16,1.048665
2679,Cdc42,9.166667,Cell_16,1.039449
2680,Cdc42,9.333333,Cell_16,1.030303
2681,Cdc42,9.5,Cell_16,1.039272
2682,Cdc42,9.666667,Cell_16,1.037806
2683,Cdc42,9.833333,Cell_16,1.039477
2684,Cdc42,10,Cell_16,1.033942
2685,Rac1,0,Cell_17,0.9973316
2686,Rac1,0.1666667,Cell_17,0.9976164
2687,Rac1,0.3333333,Cell_17,0.998009
2688,Rac1,0.5,Cell_17,1.006476
2689,Rac1,0.6666667,Cell_17,1.000649
2690,Rac1,0.8333333,Cell_17,1.001841
2691,Rac1,1,Cell_17,1.011243
2692,Rac1,1.166667,Cell_17,1.019251
2693,Rac1,1.333333,Cell_17,1.019493
2694,Rac1,1.5,Cell_17,1.020065
2695,Rac1,1.666667,Cell_17,1.001278
2696,Rac1,1.833333,Cell_17,1.011863
2697,Rac1,2,Cell_17,1.016291
2698,Rac1,2.166667,Cell_17,1.011143
2699,Rac1,2.333333,Cell_17,1.000945
2700,Rac1,2.5,Cell_17,0.9786343
2701,Rac1,2.666667,Cell_17,0.9727519
2702,Rac1,2.833333,Cell_17,0.9728248
2703,Rac1,3,Cell_17,0.9703962
2704,Rac1,3.166667,Cell_17,0.9738064
2705,Rac1,3.333333,Cell_17,0.9787103
2706,Rac1,3.5,Cell_17,0.9805473
2707,Rac1,3.666667,Cell_17,0.9930019
2708,Rac1,3.833333,Cell_17,1.00178
2709,Rac1,4,Cell_17,1.019848
2710,Rac1,4.166667,Cell_17,1.008786
2711,Rac1,4.333334,Cell_17,1.02607
2712,Rac1,4.5,Cell_17,1.026301
2713,Rac1,4.666667,Cell_17,1.018345
2714,Rac1,4.833334,Cell_17,1.020849
2715,Rac1,5,Cell_17,1.029764
2716,Rac1,5.166667,Cell_17,1.025843
2717,Rac1,5.333334,Cell_17,1.03282
2718,Rac1,5.5,Cell_17,1.039826
2719,Rac1,5.666667,Cell_17,1.038377
2720,Rac1,5.833334,Cell_17,1.035581
2721,Rac1,6,Cell_17,1.036131
2722,Rac1,6.166667,Cell_17,1.031748
2723,Rac1,6.333334,Cell_17,1.031483
2724,Rac1,6.5,Cell_17,1.026393
2725,Rac1,6.666667,Cell_17,1.031524
2726,Rac1,6.833334,Cell_17,1.026611
2727,Rac1,7,Cell_17,1.03201
2728,Rac1,7.166667,Cell_17,1.017471
2729,Rac1,7.333334,Cell_17,1.020985
2730,Rac1,7.5,Cell_17,1.028794
2731,Rac1,7.666667,Cell_17,1.017136
2732,Rac1,7.833334,Cell_17,1.01451
2733,Rac1,8,Cell_17,1.026569
2734,Rac1,8.166667,Cell_17,1.018693
2735,Rac1,8.333333,Cell_17,1.016577
2736,Rac1,8.5,Cell_17,1.012019
2737,Rac1,8.666667,Cell_17,1.010422
2738,Rac1,8.833333,Cell_17,1.016522
2739,Rac1,9,Cell_17,1.004173
2740,Rac1,9.166667,Cell_17,0.9990631
2741,Rac1,9.333333,Cell_17,1.002576
2742,Rac1,9.5,Cell_17,0.9986013
2743,Rac1,9.666667,Cell_17,0.9978843
2744,Rac1,9.833333,Cell_17,0.9949316
2745,Rac1,10,Cell_17,0.9951762
2746,Cdc42,0,Cell_17,1.006872
2747,Cdc42,0.1666667,Cell_17,0.9970717
2748,Cdc42,0.3333333,Cell_17,0.9984493
2749,Cdc42,0.5,Cell_17,0.9932356
2750,Cdc42,0.6666667,Cell_17,1.004556
2751,Cdc42,0.8333333,Cell_17,1.00653
2752,Cdc42,1,Cell_17,1.005808
2753,Cdc42,1.166667,Cell_17,1.003388
2754,Cdc42,1.333333,Cell_17,1.005391
2755,Cdc42,1.5,Cell_17,1.001842
2756,Cdc42,1.666667,Cell_17,1.002768
2757,Cdc42,1.833333,Cell_17,1.006971
2758,Cdc42,2,Cell_17,1.003706
2759,Cdc42,2.166667,Cell_17,1.014391
2760,Cdc42,2.333333,Cell_17,1.015534
2761,Cdc42,2.5,Cell_17,1.022438
2762,Cdc42,2.666667,Cell_17,1.037203
2763,Cdc42,2.833333,Cell_17,1.060696
2764,Cdc42,3,Cell_17,1.079324
2765,Cdc42,3.166667,Cell_17,1.069274
2766,Cdc42,3.333333,Cell_17,1.059618
2767,Cdc42,3.5,Cell_17,1.048515
2768,Cdc42,3.666667,Cell_17,1.042169
2769,Cdc42,3.833333,Cell_17,1.044742
2770,Cdc42,4,Cell_17,1.042927
2771,Cdc42,4.166667,Cell_17,1.04327
2772,Cdc42,4.333334,Cell_17,1.045162
2773,Cdc42,4.5,Cell_17,1.048514
2774,Cdc42,4.666667,Cell_17,1.060566
2775,Cdc42,4.833334,Cell_17,1.07332
2776,Cdc42,5,Cell_17,1.06506
2777,Cdc42,5.166667,Cell_17,1.066901
2778,Cdc42,5.333334,Cell_17,1.058423
2779,Cdc42,5.5,Cell_17,1.071373
2780,Cdc42,5.666667,Cell_17,1.065473
2781,Cdc42,5.833334,Cell_17,1.06585
2782,Cdc42,6,Cell_17,1.068368
2783,Cdc42,6.166667,Cell_17,1.068912
2784,Cdc42,6.333334,Cell_17,1.075791
2785,Cdc42,6.5,Cell_17,1.056814
2786,Cdc42,6.666667,Cell_17,1.057196
2787,Cdc42,6.833334,Cell_17,1.055754
2788,Cdc42,7,Cell_17,1.055844
2789,Cdc42,7.166667,Cell_17,1.052961
2790,Cdc42,7.333334,Cell_17,1.045093
2791,Cdc42,7.5,Cell_17,1.046213
2792,Cdc42,7.666667,Cell_17,1.054393
2793,Cdc42,7.833334,Cell_17,1.056546
2794,Cdc42,8,Cell_17,1.058229
2795,Cdc42,8.166667,Cell_17,1.056349
2796,Cdc42,8.333333,Cell_17,1.053192
2797,Cdc42,8.5,Cell_17,1.056944
2798,Cdc42,8.666667,Cell_17,1.052123
2799,Cdc42,8.833333,Cell_17,1.042629
2800,Cdc42,9,Cell_17,1.050293
2801,Cdc42,9.166667,Cell_17,1.04582
2802,Cdc42,9.333333,Cell_17,1.037624
2803,Cdc42,9.5,Cell_17,1.040783
2804,Cdc42,9.666667,Cell_17,1.035481
2805,Cdc42,9.833333,Cell_17,1.036981
2806,Cdc42,10,Cell_17,1.029
2807,Rac1,0,Cell_18,0.9976466
2808,Rac1,0.1666667,Cell_18,0.9881339
2809,Rac1,0.3333333,Cell_18,0.9980346
2810,Rac1,0.5,Cell_18,1.007341
2811,Rac1,0.6666667,Cell_18,1.008841
2812,Rac1,0.8333333,Cell_18,0.9976196
2813,Rac1,1,Cell_18,0.9986244
2814,Rac1,1.166667,Cell_18,0.998963
2815,Rac1,1.333333,Cell_18,1.003905
2816,Rac1,1.5,Cell_18,1.014745
2817,Rac1,1.666667,Cell_18,0.9962112
2818,Rac1,1.833333,Cell_18,0.9955599
2819,Rac1,2,Cell_18,0.9802133
2820,Rac1,2.166667,Cell_18,0.9870145
2821,Rac1,2.333333,Cell_18,0.9772772
2822,Rac1,2.5,Cell_18,0.9839983
2823,Rac1,2.666667,Cell_18,0.9771061
2824,Rac1,2.833333,Cell_18,0.9863691
2825,Rac1,3,Cell_18,0.9774429
2826,Rac1,3.166667,Cell_18,0.996509
2827,Rac1,3.333333,Cell_18,1.00929
2828,Rac1,3.5,Cell_18,1.005085
2829,Rac1,3.666667,Cell_18,1.019953
2830,Rac1,3.833333,Cell_18,1.031992
2831,Rac1,4,Cell_18,1.030619
2832,Rac1,4.166667,Cell_18,1.023308
2833,Rac1,4.333334,Cell_18,1.033362
2834,Rac1,4.5,Cell_18,1.046435
2835,Rac1,4.666667,Cell_18,1.036516
