,id,Time,Sample,Value
1670,RhoA,3.666667,Cell_10,1.060745
1671,RhoA,3.833333,Cell_10,1.034795
1672,RhoA,4,Cell_10,1.031767
1673,RhoA,4.166667,Cell_10,1.037875
1674,RhoA,4.333334,Cell_10,1.020138
1675,RhoA,4.5,Cell_10,1.020575
1676,RhoA,4.666667,Cell_10,0.9980479
1677,RhoA,4.833334,Cell_10,1.008215
1678,RhoA,5,Cell_10,1.012767
1679,RhoA,5.166667,Cell_10,1.008845
1680,RhoA,5.333334,Cell_10,1.014773
1681,RhoA,5.5,Cell_10,1.028615
1682,RhoA,5.666667,Cell_10,1.01434
1683,RhoA,5.833334,Cell_10,1.029716
1684,RhoA,6,Cell_10,1.017837
1685,RhoA,6.166667,Cell_10,1.009177
1686,RhoA,6.333334,Cell_10,1.009617
1687,RhoA,6.5,Cell_10,1.016519
1688,RhoA,6.666667,Cell_10,1.00584
1689,RhoA,6.833334,Cell_10,1.016684
1690,RhoA,7,Cell_10,1.020063
1691,RhoA,7.166667,Cell_10,1.014749
1692,RhoA,7.333334,Cell_10,1.012126
1693,RhoA,7.5,Cell_10,1.028591
1694,RhoA,7.666667,Cell_10,1.029401
1695,RhoA,7.833334,Cell_10,1.022219
1696,RhoA,8,Cell_10,1.024861
1697,RhoA,8.166667,Cell_10,1.025217
1698,RhoA,8.333333,Cell_10,1.024776
1699,RhoA,8.5,Cell_10,1.025483
1700,RhoA,8.666667,Cell_10,1.028187
1701,RhoA,8.833333,Cell_10,1.024252
1702,RhoA,9,Cell_10,1.016201
1703,RhoA,9.166667,Cell_10,1.019894
1704,RhoA,9.333333,Cell_10,1.019894
1705,RhoA,9.5,Cell_10,1.026695
1706,RhoA,9.666667,Cell_10,1.039674
1707,RhoA,9.833333,Cell_10,1.039594
1708,RhoA,10,Cell_10,1.039422
1709,Rac1,0,Cell_10,1.004327
1710,Rac1,0.1666667,Cell_10,0.9938114
1711,Rac1,0.3333333,Cell_10,1.004937
1712,Rac1,0.5,Cell_10,0.9971925
1713,Rac1,0.6666667,Cell_10,0.9997435
1714,Rac1,0.8333333,Cell_10,0.9919835
1715,Rac1,1,Cell_10,0.9993181
1716,Rac1,1.166667,Cell_10,0.9965406
1717,Rac1,1.333333,Cell_10,1.008956
1718,Rac1,1.5,Cell_10,1.006107
1719,Rac1,1.666667,Cell_10,0.9868611
1720,Rac1,1.833333,Cell_10,1.016562
1721,Rac1,2,Cell_10,0.9912003
1722,Rac1,2.166667,Cell_10,0.989268
1723,Rac1,2.333333,Cell_10,1.0002
1724,Rac1,2.5,Cell_10,0.9919347
1725,Rac1,2.666667,Cell_10,0.9918034
1726,Rac1,2.833333,Cell_10,0.9933953
1727,Rac1,3,Cell_10,0.9766978
1728,Rac1,3.166667,Cell_10,1.003289
1729,Rac1,3.333333,Cell_10,1.00918
1730,Rac1,3.5,Cell_10,1.018203
1731,Rac1,3.666667,Cell_10,1.033863
1732,Rac1,3.833333,Cell_10,1.032479
1733,Rac1,4,Cell_10,1.039256
1734,Rac1,4.166667,Cell_10,1.046577
1735,Rac1,4.333334,Cell_10,1.056424
1736,Rac1,4.5,Cell_10,1.066686
1737,Rac1,4.666667,Cell_10,1.067158
1738,Rac1,4.833334,Cell_10,1.070433
1739,Rac1,5,Cell_10,1.085236
1740,Rac1,5.166667,Cell_10,1.078702
1741,Rac1,5.333334,Cell_10,1.069111
1742,Rac1,5.5,Cell_10,1.059214
1743,Rac1,5.666667,Cell_10,1.060494
1744,Rac1,5.833334,Cell_10,1.058617
1745,Rac1,6,Cell_10,1.040156
1746,Rac1,6.166667,Cell_10,1.052687
1747,Rac1,6.333334,Cell_10,1.050175
1748,Rac1,6.5,Cell_10,1.050544
1749,Rac1,6.666667,Cell_10,1.051134
1750,Rac1,6.833334,Cell_10,1.046852
1751,Rac1,7,Cell_10,1.038407
1752,Rac1,7.166667,Cell_10,1.044126
1753,Rac1,7.333334,Cell_10,1.046306
1754,Rac1,7.5,Cell_10,1.036961
1755,Rac1,7.666667,Cell_10,1.048434
1756,Rac1,7.833334,Cell_10,1.044041
1757,Rac1,8,Cell_10,1.047043
1758,Rac1,8.166667,Cell_10,1.051994
1759,Rac1,8.333333,Cell_10,1.047788
1760,Rac1,8.5,Cell_10,1.038659
1761,Rac1,8.666667,Cell_10,1.045961
1762,Rac1,8.833333,Cell_10,1.048663
1763,Rac1,9,Cell_10,1.047974
1764,Rac1,9.166667,Cell_10,1.043926
1765,Rac1,9.333333,Cell_10,1.040535
1766,Rac1,9.5,Cell_10,1.03968
1767,Rac1,9.666667,Cell_10,1.034692
1768,Rac1,9.833333,Cell_10,1.020208
1769,Rac1,10,Cell_10,1.006561
1770,Cdc42,0,Cell_10,1.000748
1771,Cdc42,0.1666667,Cell_10,0.995352
1772,Cdc42,0.3333333,Cell_10,1.003132
1773,Cdc42,0.5,Cell_10,1.000595
1774,Cdc42,0.6666667,Cell_10,1.000192
1775,Cdc42,0.8333333,Cell_10,1.001741
1776,Cdc42,1,Cell_10,1.003669
1777,Cdc42,1.166667,Cell_10,1.005965
1778,Cdc42,1.333333,Cell_10,1.005503
1779,Cdc42,1.5,Cell_10,1.010009
1780,Cdc42,1.666667,Cell_10,1.004652
1781,Cdc42,1.833333,Cell_10,1.004805
1782,Cdc42,2,Cell_10,1.020904
1783,Cdc42,2.166667,Cell_10,1.071681
1784,Cdc42,2.333333,Cell_10,1.10283
1785,Cdc42,2.5,Cell_10,1.102509
1786,Cdc42,2.666667,Cell_10,1.095298
1787,Cdc42,2.833333,Cell_10,1.082234
1788,Cdc42,3,Cell_10,1.068696
1789,Cdc42,3.166667,Cell_10,1.064736
1790,Cdc42,3.333333,Cell_10,1.074442
1791,Cdc42,3.5,Cell_10,1.080841
1792,Cdc42,3.666667,Cell_10,1.086166
1793,Cdc42,3.833333,Cell_10,1.087612
1794,Cdc42,4,Cell_10,1.099373
1795,Cdc42,4.166667,Cell_10,1.099683
1796,Cdc42,4.333334,Cell_10,1.094807
1797,Cdc42,4.5,Cell_10,1.096187
1798,Cdc42,4.666667,Cell_10,1.095545
1799,Cdc42,4.833334,Cell_10,1.089215
1800,Cdc42,5,Cell_10,1.088405
1801,Cdc42,5.166667,Cell_10,1.084382
1802,Cdc42,5.333334,Cell_10,1.082803
1803,Cdc42,5.5,Cell_10,1.076195
1804,Cdc42,5.666667,Cell_10,1.077363
1805,Cdc42,5.833334,Cell_10,1.071498
1806,Cdc42,6,Cell_10,1.069439
1807,Cdc42,6.166667,Cell_10,1.06135
1808,Cdc42,6.333334,Cell_10,1.062128
1809,Cdc42,6.5,Cell_10,1.056347
1810,Cdc42,6.666667,Cell_10,1.054538
1811,Cdc42,6.833334,Cell_10,1.061464
1812,Cdc42,7,Cell_10,1.055935
1813,Cdc42,7.166667,Cell_10,1.053119
1814,Cdc42,7.333334,Cell_10,1.056587
1815,Cdc42,7.5,Cell_10,1.0606
1816,Cdc42,7.666667,Cell_10,1.046862
1817,Cdc42,7.833334,Cell_10,1.053464
1818,Cdc42,8,Cell_10,1.058214
1819,Cdc42,8.166667,Cell_10,1.051532
1820,Cdc42,8.333333,Cell_10,1.048899
1821,Cdc42,8.5,Cell_10,1.045271
1822,Cdc42,8.666667,Cell_10,1.049673
1823,Cdc42,8.833333,Cell_10,1.048124
1824,Cdc42,9,Cell_10,1.042995
1825,Cdc42,9.166667,Cell_10,1.048063
1826,Cdc42,9.333333,Cell_10,1.040656
1827,Cdc42,9.5,Cell_10,1.043349
1828,Cdc42,9.666667,Cell_10,1.043678
1829,Cdc42,9.833333,Cell_10,1.040106
1830,Cdc42,10,Cell_10,1.03641
1831,RhoA,0,Cell_11,0.9947702
1832,RhoA,0.1666667,Cell_11,0.9998431
1833,RhoA,0.3333333,Cell_11,0.9955725
1834,RhoA,0.5,Cell_11,1.002037
1835,RhoA,0.6666667,Cell_11,1.009591
1836,RhoA,0.8333333,Cell_11,1.000189
1837,RhoA,1,Cell_11,1.004892
1838,RhoA,1.166667,Cell_11,0.9933417
1839,RhoA,1.333333,Cell_11,0.9946559
1840,RhoA,1.5,Cell_11,0.9979149
1841,RhoA,1.666667,Cell_11,1.012097
1842,RhoA,1.833333,Cell_11,0.9962074
1843,RhoA,2,Cell_11,1.05807
1844,RhoA,2.166667,Cell_11,1.141694
1845,RhoA,2.333333,Cell_11,1.172457
1846,RhoA,2.5,Cell_11,1.18404
1847,RhoA,2.666667,Cell_11,1.165766
1848,RhoA,2.833333,Cell_11,1.138976
1849,RhoA,3,Cell_11,1.111849
1850,RhoA,3.166667,Cell_11,1.088174
1851,RhoA,3.333333,Cell_11,1.076976
1852,RhoA,3.5,Cell_11,1.063994
1853,RhoA,3.666667,Cell_11,1.034345
1854,RhoA,3.833333,Cell_11,1.039785
1855,RhoA,4,Cell_11,1.019345
1856,RhoA,4.166667,Cell_11,1.021325
1857,RhoA,4.333334,Cell_11,1.024537
1858,RhoA,4.5,Cell_11,1.010865
1859,RhoA,4.666667,Cell_11,1.007066
1860,RhoA,4.833334,Cell_11,1.008514
1861,RhoA,5,Cell_11,1.006144
1862,RhoA,5.166667,Cell_11,1.000546
1863,RhoA,5.333334,Cell_11,1.000557
1864,RhoA,5.5,Cell_11,1.013536
1865,RhoA,5.666667,Cell_11,1.020892
1866,RhoA,5.833334,Cell_11,1.018161
1867,RhoA,6,Cell_11,1.024582
1868,RhoA,6.166667,Cell_11,1.016171
1869,RhoA,6.333334,Cell_11,1.024229
1870,RhoA,6.5,Cell_11,1.025012
1871,RhoA,6.666667,Cell_11,1.028125
1872,RhoA,6.833334,Cell_11,1.036381
1873,RhoA,7,Cell_11,1.03045
1874,RhoA,7.166667,Cell_11,1.030723
1875,RhoA,7.333334,Cell_11,1.033632
1876,RhoA,7.5,Cell_11,1.030998
1877,RhoA,7.666667,Cell_11,1.031962
1878,RhoA,7.833334,Cell_11,1.021838
1879,RhoA,8,Cell_11,1.020224
1880,RhoA,8.166667,Cell_11,1.03773
1881,RhoA,8.333333,Cell_11,1.029135
1882,RhoA,8.5,Cell_11,1.034233
1883,RhoA,8.666667,Cell_11,1.044796
1884,RhoA,8.833333,Cell_11,1.038083
1885,RhoA,9,Cell_11,1.036631
1886,RhoA,9.166667,Cell_11,1.021427
1887,RhoA,9.333333,Cell_11,1.017224
1888,RhoA,9.5,Cell_11,1.034624
1889,RhoA,9.666667,Cell_11,1.022809
1890,RhoA,9.833333,Cell_11,1.023987
1891,RhoA,10,Cell_11,1.025777
1892,Rac1,0,Cell_11,1.008659
1893,Rac1,0.1666667,Cell_11,0.9791933
1894,Rac1,0.3333333,Cell_11,1.025066
1895,Rac1,0.5,Cell_11,1.000834
1896,Rac1,0.6666667,Cell_11,0.9865567
1897,Rac1,0.8333333,Cell_11,0.9930975
1898,Rac1,1,Cell_11,1.009009
1899,Rac1,1.166667,Cell_11,0.9961175
1900,Rac1,1.333333,Cell_11,1.022317
1901,Rac1,1.5,Cell_11,1.022623
1902,Rac1,1.666667,Cell_11,0.9739231
1903,Rac1,1.833333,Cell_11,1.045502
1904,Rac1,2,Cell_11,0.9734252
1905,Rac1,2.166667,Cell_11,0.9640642
1906,Rac1,2.333333,Cell_11,0.982788
1907,Rac1,2.5,Cell_11,0.9581094
1908,Rac1,2.666667,Cell_11,0.9609147
1909,Rac1,2.833333,Cell_11,0.9703213
1910,Rac1,3,Cell_11,0.9480823
1911,Rac1,3.166667,Cell_11,0.9914517
1912,Rac1,3.333333,Cell_11,1.004548
1913,Rac1,3.5,Cell_11,0.9882025
1914,Rac1,3.666667,Cell_11,1.028458
1915,Rac1,3.833333,Cell_11,1.037623
1916,Rac1,4,Cell_11,1.030952
1917,Rac1,4.166667,Cell_11,1.024792
1918,Rac1,4.333334,Cell_11,1.038404
1919,Rac1,4.5,Cell_11,1.046244
1920,Rac1,4.666667,Cell_11,1.038079
1921,Rac1,4.833334,Cell_11,1.026617
1922,Rac1,5,Cell_11,1.063325
1923,Rac1,5.166667,Cell_11,1.065147
1924,Rac1,5.333334,Cell_11,1.036096
1925,Rac1,5.5,Cell_11,1.038057
1926,Rac1,5.666667,Cell_11,1.041279
1927,Rac1,5.833334,Cell_11,1.05306
1928,Rac1,6,Cell_11,0.9963992
1929,Rac1,6.166667,Cell_11,1.04381
1930,Rac1,6.333334,Cell_11,1.036088
1931,Rac1,6.5,Cell_11,1.029117
1932,Rac1,6.666667,Cell_11,1.036083
1933,Rac1,6.833334,Cell_11,1.025962
1934,Rac1,7,Cell_11,1.010842
1935,Rac1,7.166667,Cell_11,1.027349
1936,Rac1,7.333334,Cell_11,1.017964
1937,Rac1,7.5,Cell_11,0.9910682
1938,Rac1,7.666667,Cell_11,1.019175
1939,Rac1,7.833334,Cell_11,1.032444
1940,Rac1,8,Cell_11,1.022474
1941,Rac1,8.166667,Cell_11,1.026947
1942,Rac1,8.333333,Cell_11,1.014734
1943,Rac1,8.5,Cell_11,0.992969
1944,Rac1,8.666667,Cell_11,1.013651
1945,Rac1,8.833333,Cell_11,1.028601
1946,Rac1,9,Cell_11,1.016514
1947,Rac1,9.166667,Cell_11,1.027786
1948,Rac1,9.333333,Cell_11,1.061847
1949,Rac1,9.5,Cell_11,1.00743
1950,Rac1,9.666667,Cell_11,1.029172
1951,Rac1,9.833333,Cell_11,0.999669
1952,Rac1,10,Cell_11,0.9736617
1953,Cdc42,0,Cell_11,1.001506
1954,Cdc42,0.1666667,Cell_11,0.9962637
1955,Cdc42,0.3333333,Cell_11,1.001552
1956,Cdc42,0.5,Cell_11,1.001776
1957,Cdc42,0.6666667,Cell_11,0.9989264
1958,Cdc42,0.8333333,Cell_11,0.9989417
1959,Cdc42,1,Cell_11,0.998541
1960,Cdc42,1.166667,Cell_11,1.001087
1961,Cdc42,1.333333,Cell_11,0.999691
1962,Cdc42,1.5,Cell_11,1.004767
1963,Cdc42,1.666667,Cell_11,0.9992133
1964,Cdc42,1.833333,Cell_11,0.999886
1965,Cdc42,2,Cell_11,1.013372
1966,Cdc42,2.166667,Cell_11,1.040544
1967,Cdc42,2.333333,Cell_11,1.048964
1968,Cdc42,2.5,Cell_11,1.049942
1969,Cdc42,2.666667,Cell_11,1.040685
1970,Cdc42,2.833333,Cell_11,1.025953
1971,Cdc42,3,Cell_11,1.009268
1972,Cdc42,3.166667,Cell_11,1.000532
1973,Cdc42,3.333333,Cell_11,1.002513
1974,Cdc42,3.5,Cell_11,1.007535
1975,Cdc42,3.666667,Cell_11,1.017716
1976,Cdc42,3.833333,Cell_11,1.027116
1977,Cdc42,4,Cell_11,1.046958
1978,Cdc42,4.166667,Cell_11,1.053437
1979,Cdc42,4.333334,Cell_11,1.053991
1980,Cdc42,4.5,Cell_11,1.057826
1981,Cdc42,4.666667,Cell_11,1.058849
1982,Cdc42,4.833334,Cell_11,1.054114
1983,Cdc42,5,Cell_11,1.056359
1984,Cdc42,5.166667,Cell_11,1.056158
1985,Cdc42,5.333334,Cell_11,1.057298
1986,Cdc42,5.5,Cell_11,1.048874
1987,Cdc42,5.666667,Cell_11,1.053233
1988,Cdc42,5.833334,Cell_11,1.047039
1989,Cdc42,6,Cell_11,1.050427
1990,Cdc42,6.166667,Cell_11,1.039274
1991,Cdc42,6.333334,Cell_11,1.040822
1992,Cdc42,6.5,Cell_11,1.036135
1993,Cdc42,6.666667,Cell_11,1.033476
1994,Cdc42,6.833334,Cell_11,1.033813
1995,Cdc42,7,Cell_11,1.031896
1996,Cdc42,7.166667,Cell_11,1.026563
1997,Cdc42,7.333334,Cell_11,1.02998
1998,Cdc42,7.5,Cell_11,1.034953
1999,Cdc42,7.666667,Cell_11,1.023669
2000,Cdc42,7.833334,Cell_11,1.026622
2001,Cdc42,8,Cell_11,1.033649
2002,Cdc42,8.166667,Cell_11,1.024937
2003,Cdc42,8.333333,Cell_11,1.022342
2004,Cdc42,8.5,Cell_11,1.018172
2005,Cdc42,8.666667,Cell_11,1.022594
2006,Cdc42,8.833333,Cell_11,1.018899
2007,Cdc42,9,Cell_11,1.017207
2008,Cdc42,9.166667,Cell_11,1.021223
2009,Cdc42,9.333333,Cell_11,1.016805
2010,Cdc42,9.5,Cell_11,1.016033
2011,Cdc42,9.666667,Cell_11,1.016811
2012,Cdc42,9.833333,Cell_11,1.013956
2013,Cdc42,10,Cell_11,1.011082
2014,RhoA,0,Cell_12,0.9930942
2015,RhoA,0.1666667,Cell_12,1.001059
2016,RhoA,0.3333333,Cell_12,0.9960924
2017,RhoA,0.5,Cell_12,1.001295
2018,RhoA,0.6666667,Cell_12,1.012727
2019,RhoA,0.8333333,Cell_12,1.000937
2020,RhoA,1,Cell_12,1.004348
2021,RhoA,1.166667,Cell_12,0.9906775
2022,RhoA,1.333333,Cell_12,1.003457
2023,RhoA,1.5,Cell_12,1.009507
2024,RhoA,1.666667,Cell_12,1.016209
2025,RhoA,1.833333,Cell_12,1.003368
2026,RhoA,2,Cell_12,1.067317
2027,RhoA,2.166667,Cell_12,1.158636
2028,RhoA,2.333333,Cell_12,1.19491
2029,RhoA,2.5,Cell_12,1.193573
2030,RhoA,2.666667,Cell_12,1.170373
2031,RhoA,2.833333,Cell_12,1.136987
2032,RhoA,3,Cell_12,1.108772
2033,RhoA,3.166667,Cell_12,1.085544
2034,RhoA,3.333333,Cell_12,1.074119
2035,RhoA,3.5,Cell_12,1.059853
2036,RhoA,3.666667,Cell_12,1.039207
2037,RhoA,3.833333,Cell_12,1.038893
2038,RhoA,4,Cell_12,1.018266
2039,RhoA,4.166667,Cell_12,1.02372
2040,RhoA,4.333334,Cell_12,1.024265
2041,RhoA,4.5,Cell_12,1.017563
2042,RhoA,4.666667,Cell_12,1.010205
2043,RhoA,4.833334,Cell_12,1.017358
2044,RhoA,5,Cell_12,1.011696
2045,RhoA,5.166667,Cell_12,1.01066
2046,RhoA,5.333334,Cell_12,1.006463
2047,RhoA,5.5,Cell_12,1.024368
2048,RhoA,5.666667,Cell_12,1.026356
2049,RhoA,5.833334,Cell_12,1.024835
2050,RhoA,6,Cell_12,1.031103
2051,RhoA,6.166667,Cell_12,1.023327
2052,RhoA,6.333334,Cell_12,1.038214
2053,RhoA,6.5,Cell_12,1.0374
2054,RhoA,6.666667,Cell_12,1.042981
2055,RhoA,6.833334,Cell_12,1.049933
2056,RhoA,7,Cell_12,1.045857
2057,RhoA,7.166667,Cell_12,1.042315
2058,RhoA,7.333334,Cell_12,1.046854
2059,RhoA,7.5,Cell_12,1.045468
2060,RhoA,7.666667,Cell_12,1.04505
2061,RhoA,7.833334,Cell_12,1.033143
2062,RhoA,8,Cell_12,1.042702
2063,RhoA,8.166667,Cell_12,1.053557
2064,RhoA,8.333333,Cell_12,1.051683
2065,RhoA,8.5,Cell_12,1.055228
2066,RhoA,8.666667,Cell_12,1.063487
2067,RhoA,8.833333,Cell_12,1.059224
2068,RhoA,9,Cell_12,1.05794
2069,RhoA,9.166667,Cell_12,1.04809
2070,RhoA,9.333333,Cell_12,1.043703
2071,RhoA,9.5,Cell_12,1.053701
2072,RhoA,9.666667,Cell_12,1.037272
2073,RhoA,9.833333,Cell_12,1.041081
2074,RhoA,10,Cell_12,1.043161
2075,Rac1,0,Cell_12,1.007467
2076,Rac1,0.1666667,Cell_12,0.9925425
2077,Rac1,0.3333333,Cell_12,1.007929
2078,Rac1,0.5,Cell_12,0.9975954
2079,Rac1,0.6666667,Cell_12,0.9944269
2080,Rac1,0.8333333,Cell_12,1.001242
2081,Rac1,1,Cell_12,1.002762
2082,Rac1,1.166667,Cell_12,0.9968045
2083,Rac1,1.333333,Cell_12,1.012501
2084,Rac1,1.5,Cell_12,1.016507
2085,Rac1,1.666667,Cell_12,0.9846559
2086,Rac1,1.833333,Cell_12,1.012212
2087,Rac1,2,Cell_12,0.9713711
2088,Rac1,2.166667,Cell_12,0.9593463
2089,Rac1,2.333333,Cell_12,0.9749768
2090,Rac1,2.5,Cell_12,0.9630121
2091,Rac1,2.666667,Cell_12,0.97197
2092,Rac1,2.833333,Cell_12,0.9778916
2093,Rac1,3,Cell_12,0.9707987
2094,Rac1,3.166667,Cell_12,0.9915606
2095,Rac1,3.333333,Cell_12,0.9987907
2096,Rac1,3.5,Cell_12,1.005091
2097,Rac1,3.666667,Cell_12,1.027895
2098,Rac1,3.833333,Cell_12,1.037174
2099,Rac1,4,Cell_12,1.039144
2100,Rac1,4.166667,Cell_12,1.04362
2101,Rac1,4.333334,Cell_12,1.059533
2102,Rac1,4.5,Cell_12,1.067854
2103,Rac1,4.666667,Cell_12,1.061644
2104,Rac1,4.833334,Cell_12,1.063188
2105,Rac1,5,Cell_12,1.086052
2106,Rac1,5.166667,Cell_12,1.084846
2107,Rac1,5.333334,Cell_12,1.068579
2108,Rac1,5.5,Cell_12,1.064664
2109,Rac1,5.666667,Cell_12,1.060294
2110,Rac1,5.833334,Cell_12,1.059607
2111,Rac1,6,Cell_12,1.027061
2112,Rac1,6.166667,Cell_12,1.048446
2113,Rac1,6.333334,Cell_12,1.047276
2114,Rac1,6.5,Cell_12,1.036758
2115,Rac1,6.666667,Cell_12,1.0406
2116,Rac1,6.833334,Cell_12,1.034497
2117,Rac1,7,Cell_12,1.027664
2118,Rac1,7.166667,Cell_12,1.033961
2119,Rac1,7.333334,Cell_12,1.029851
2120,Rac1,7.5,Cell_12,1.022161
2121,Rac1,7.666667,Cell_12,1.03251
2122,Rac1,7.833334,Cell_12,1.033792
2123,Rac1,8,Cell_12,1.035789
2124,Rac1,8.166667,Cell_12,1.041597
2125,Rac1,8.333333,Cell_12,1.032879
2126,Rac1,8.5,Cell_12,1.010383
2127,Rac1,8.666667,Cell_12,1.024801
2128,Rac1,8.833333,Cell_12,1.033126
2129,Rac1,9,Cell_12,1.028159
2130,Rac1,9.166667,Cell_12,1.023707
2131,Rac1,9.333333,Cell_12,1.026831
2132,Rac1,9.5,Cell_12,1.013357
2133,Rac1,9.666667,Cell_12,1.029846
2134,Rac1,9.833333,Cell_12,1.00971
2135,Rac1,10,Cell_12,0.9948329
2136,Cdc42,0,Cell_12,1.005785
2137,Cdc42,0.1666667,Cell_12,0.9972004
2138,Cdc42,0.3333333,Cell_12,0.9942397
2139,Cdc42,0.5,Cell_12,1.003522
2140,Cdc42,0.6666667,Cell_12,0.999366
2141,Cdc42,0.8333333,Cell_12,1.002809
2142,Cdc42,1,Cell_12,0.9999263
2143,Cdc42,1.166667,Cell_12,1.005946
2144,Cdc42,1.333333,Cell_12,1.011135
2145,Cdc42,1.5,Cell_12,1.000128
2146,Cdc42,1.666667,Cell_12,1.01023
2147,Cdc42,1.833333,Cell_12,1.005417
2148,Cdc42,2,Cell_12,1.014327
2149,Cdc42,2.166667,Cell_12,1.057266
2150,Cdc42,2.333333,Cell_12,1.072204
2151,Cdc42,2.5,Cell_12,1.066595
2152,Cdc42,2.666667,Cell_12,1.046963
2153,Cdc42,2.833333,Cell_12,1.034807
2154,Cdc42,3,Cell_12,1.02357
2155,Cdc42,3.166667,Cell_12,1.020465
2156,Cdc42,3.333333,Cell_12,1.009561
2157,Cdc42,3.5,Cell_12,1.008203
2158,Cdc42,3.666667,Cell_12,0.9995766
2159,Cdc42,3.833333,Cell_12,0.9916965
2160,Cdc42,4,Cell_12,0.9885249
2161,Cdc42,4.166667,Cell_12,0.988606
2162,Cdc42,4.333334,Cell_12,0.9891913
2163,Cdc42,4.5,Cell_12,0.9983071
2164,Cdc42,4.666667,Cell_12,0.9909235
2165,Cdc42,4.833334,Cell_12,0.9934142
2166,Cdc42,5,Cell_12,0.9921352
2167,Cdc42,5.166667,Cell_12,0.992967
2168,Cdc42,5.333334,Cell_12,0.9942074
2169,Cdc42,5.5,Cell_12,0.9940481
2170,Cdc42,5.666667,Cell_12,0.9942018
2171,Cdc42,5.833334,Cell_12,0.9932926
2172,Cdc42,6,Cell_12,0.9901616
2173,Cdc42,6.166667,Cell_12,0.9922932
2174,Cdc42,6.333334,Cell_12,0.991212
2175,Cdc42,6.5,Cell_12,0.9864355
2176,Cdc42,6.666667,Cell_12,0.9950754
2177,Cdc42,6.833334,Cell_12,0.9853891
2178,Cdc42,7,Cell_12,0.9884154
2179,Cdc42,7.166667,Cell_12,0.9875685
2180,Cdc42,7.333334,Cell_12,0.9883872
2181,Cdc42,7.5,Cell_12,0.9846198
2182,Cdc42,7.666667,Cell_12,0.9846974
2183,Cdc42,7.833334,Cell_12,0.9847909
2184,Cdc42,8,Cell_12,0.9789715
2185,Cdc42,8.166667,Cell_12,0.9811237
2186,Cdc42,8.333333,Cell_12,0.9777964
2187,Cdc42,8.5,Cell_12,0.9763754
2188,Cdc42,8.666667,Cell_12,0.9720191
2189,Cdc42,8.833333,Cell_12,0.9790976
2190,Cdc42,9,Cell_12,0.9755322
2191,Cdc42,9.166667,Cell_12,0.9693741
2192,Cdc42,9.333333,Cell_12,0.9712551
2193,Cdc42,9.5,Cell_12,0.972518
2194,Cdc42,9.666667,Cell_12,0.9657441
2195,Cdc42,9.833333,Cell_12,0.9701488
2196,Cdc42,10,Cell_12,0.9627835
2197,Rac1,0,Cell_13,0.9875549
2198,Rac1,0.1666667,Cell_13,1.010644
2199,Rac1,0.3333333,Cell_13,1.006272
2200,Rac1,0.5,Cell_13,1.005023
2201,Rac1,0.6666667,Cell_13,0.9907017
2202,Rac1,0.8333333,Cell_13,1.00258
2203,Rac1,1,Cell_13,0.9991365
2204,Rac1,1.166667,Cell_13,0.9830504
2205,Rac1,1.333333,Cell_13,1.011904
2206,Rac1,1.5,Cell_13,1.000483
2207,Rac1,1.666667,Cell_13,0.9751803
2208,Rac1,1.833333,Cell_13,1.006073
2209,Rac1,2,Cell_13,0.9515865
2210,Rac1,2.166667,Cell_13,0.9637889
2211,Rac1,2.333333,Cell_13,0.967891
2212,Rac1,2.5,Cell_13,0.9570718
2213,Rac1,2.666667,Cell_13,0.9660412
2214,Rac1,2.833333,Cell_13,0.9536828
2215,Rac1,3,Cell_13,1.024333
2216,Rac1,3.166667,Cell_13,0.9736702
2217,Rac1,3.333333,Cell_13,0.975545
2218,Rac1,3.5,Cell_13,0.97328
2219,Rac1,3.666667,Cell_13,0.9954661
2220,Rac1,3.833333,Cell_13,1.01087
2221,Rac1,4,Cell_13,1.017609
2222,Rac1,4.166667,Cell_13,1.035535
2223,Rac1,4.333334,Cell_13,1.050185
2224,Rac1,4.5,Cell_13,1.034343
2225,Rac1,4.666667,Cell_13,1.052487
2226,Rac1,4.833334,Cell_13,1.056583
2227,Rac1,5,Cell_13,1.036631
2228,Rac1,5.166667,Cell_13,1.022103
2229,Rac1,5.333334,Cell_13,1.030053
2230,Rac1,5.5,Cell_13,1.033375
2231,Rac1,5.666667,Cell_13,1.069024
2232,Rac1,5.833334,Cell_13,1.04045
2233,Rac1,6,Cell_13,1.052998
2234,Rac1,6.166667,Cell_13,1.047692
2235,Rac1,6.333334,Cell_13,1.024985
2236,Rac1,6.5,Cell_13,1.046802
2237,Rac1,6.666667,Cell_13,1.034099
2238,Rac1,6.833334,Cell_13,1.023306
2239,Rac1,7,Cell_13,1.014983
2240,Rac1,7.166667,Cell_13,1.006771
2241,Rac1,7.333334,Cell_13,1.018044
2242,Rac1,7.5,Cell_13,1.023662
2243,Rac1,7.666667,Cell_13,1.023889
2244,Rac1,7.833334,Cell_13,1.079801
2245,Rac1,8,Cell_13,1.037171
2246,Rac1,8.166667,Cell_13,1.038676
2247,Rac1,8.333333,Cell_13,1.010602
2248,Rac1,8.5,Cell_13,0.9887243
2249,Rac1,8.666667,Cell_13,1.01854
2250,Rac1,8.833333,Cell_13,0.9913921
2251,Rac1,9,Cell_13,0.9949125
2252,Rac1,9.166667,Cell_13,0.9931675
2253,Rac1,9.333333,Cell_13,0.9987797
2254,Rac1,9.5,Cell_13,1.001055
2255,Rac1,9.666667,Cell_13,0.9983842
